GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,ZCTA,SABINSA,TOTAL,URBAN,URBAN_AREAS,URBAN_CLUSTER,RURAL,NONDF,Rural_Dummy
G48367,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48367,,,,,ZCTA5 48367,48367,,4727,0,0,0,4727,0,1
G48370,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48370,,,,,ZCTA5 48370,48370,,1685,137,137,0,1548,0,1
G48371,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48371,,,,,ZCTA5 48371,48371,,23155,19868,19868,0,3287,0,0
G48374,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48374,,,,,ZCTA5 48374,48374,,14049,14049,14049,0,0,0,0
G48375,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48375,,,,,ZCTA5 48375,48375,,21801,21801,21801,0,0,0,0
G48377,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48377,,,,,ZCTA5 48377,48377,,15244,15244,15244,0,0,0,0
G48380,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48380,,,,,ZCTA5 48380,48380,,7404,3172,3172,0,4232,0,1
G48381,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48381,,,,,ZCTA5 48381,48381,,12605,9796,9796,0,2809,0,0
G48382,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48382,,,,,ZCTA5 48382,48382,,21945,21638,21638,0,307,0,0
G48383,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48383,,,,,ZCTA5 48383,48383,,12701,10992,10992,0,1709,0,0
G48386,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48386,,,,,ZCTA5 48386,48386,,17434,17101,17101,0,333,0,0
G48390,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48390,,,,,ZCTA5 48390,48390,,22898,22763,22763,0,135,0,0
G48393,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48393,,,,,ZCTA5 48393,48393,,16111,16000,16000,0,111,0,0
G48397,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48397,,,,,ZCTA5 48397,48397,,0,0,0,0,0,0,0
G48401,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48401,,,,,ZCTA5 48401,48401,,1439,0,0,0,1439,0,1
G48411,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48411,,,,,ZCTA5 48411,48411,,156,0,0,0,156,0,1
G48412,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48412,,,,,ZCTA5 48412,48412,,5682,0,0,0,5682,0,1
G48413,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48413,,,,,ZCTA5 48413,48413,,7551,3490,0,3490,4061,0,1
G48414,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48414,,,,,ZCTA5 48414,48414,,2492,0,0,0,2492,0,1
G48415,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48415,,,,,ZCTA5 48415,48415,,9471,0,0,0,9471,0,1
G48416,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48416,,,,,ZCTA5 48416,48416,,5002,0,0,0,5002,0,1
G48417,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48417,,,,,ZCTA5 48417,48417,,2983,0,0,0,2983,0,1
G48418,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48418,,,,,ZCTA5 48418,48418,,4312,0,0,0,4312,0,1
G48419,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48419,,,,,ZCTA5 48419,48419,,2740,0,0,0,2740,0,1
G48420,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48420,,,,,ZCTA5 48420,48420,,22078,11012,11012,0,11066,0,1
G48421,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48421,,,,,ZCTA5 48421,48421,,6647,0,0,0,6647,0,1
G48422,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48422,,,,,ZCTA5 48422,48422,,6400,0,0,0,6400,0,1
G48423,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48423,,,,,ZCTA5 48423,48423,,32708,23061,23061,0,9647,0,0
G48426,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48426,,,,,ZCTA5 48426,48426,,1022,0,0,0,1022,0,1
G48427,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48427,,,,,ZCTA5 48427,48427,,2879,0,0,0,2879,0,1
G48428,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48428,,,,,ZCTA5 48428,48428,,5027,0,0,0,5027,0,1
G48429,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48429,,,,,ZCTA5 48429,48429,,8944,4279,0,4279,4665,0,1
G48430,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48430,,,,,ZCTA5 48430,48430,,36738,24484,24484,0,12254,0,0
G48432,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48432,,,,,ZCTA5 48432,48432,,636,0,0,0,636,0,1
G48433,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48433,,,,,ZCTA5 48433,48433,,26497,21036,21036,0,5461,0,0
G48434,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48434,,,,,ZCTA5 48434,48434,,104,0,0,0,104,0,1
G48435,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48435,,,,,ZCTA5 48435,48435,,2083,0,0,0,2083,0,1
G48436,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48436,,,,,ZCTA5 48436,48436,,3764,0,0,0,3764,0,1
G48437,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48437,,,,,ZCTA5 48437,48437,,581,474,474,0,107,0,0
G48438,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48438,,,,,ZCTA5 48438,48438,,6951,2840,0,2840,4111,0,1
G48439,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48439,,,,,ZCTA5 48439,48439,,49209,45633,45633,0,3576,0,0
G48440,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48440,,,,,ZCTA5 48440,48440,,157,0,0,0,157,0,1
G48441,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48441,,,,,ZCTA5 48441,48441,,4085,0,0,0,4085,0,1
G48442,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48442,,,,,ZCTA5 48442,48442,,20669,10434,2205,8229,10235,0,0
G48444,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48444,,,,,ZCTA5 48444,48444,,9327,3792,0,3792,5535,0,1
G48445,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48445,,,,,ZCTA5 48445,48445,,1370,0,0,0,1370,0,1
G48446,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48446,,,,,ZCTA5 48446,48446,,30749,13424,0,13424,17325,0,1
G48449,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48449,,,,,ZCTA5 48449,48449,,3147,0,0,0,3147,0,1
G48450,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48450,,,,,ZCTA5 48450,48450,,4780,1451,1451,0,3329,0,1
G48451,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48451,,,,,ZCTA5 48451,48451,,14767,11468,11468,0,3299,0,0
G48453,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48453,,,,,ZCTA5 48453,48453,,5146,0,0,0,5146,0,1
G48454,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48454,,,,,ZCTA5 48454,48454,,1324,0,0,0,1324,0,1
G48455,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48455,,,,,ZCTA5 48455,48455,,7974,0,0,0,7974,0,1
G48456,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48456,,,,,ZCTA5 48456,48456,,858,0,0,0,858,0,1
G48457,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48457,,,,,ZCTA5 48457,48457,,8436,0,0,0,8436,0,1
G48458,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48458,,,,,ZCTA5 48458,48458,,20538,15800,15800,0,4738,0,0
G48460,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48460,,,,,ZCTA5 48460,48460,,2330,0,0,0,2330,0,1
G48461,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48461,,,,,ZCTA5 48461,48461,,8428,0,0,0,8428,0,1
G48462,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48462,,,,,ZCTA5 48462,48462,,13266,3073,53,3020,10193,0,1
G48463,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48463,,,,,ZCTA5 48463,48463,,4627,0,0,0,4627,0,1
G48464,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48464,,,,,ZCTA5 48464,48464,,2231,0,0,0,2231,0,1
G48465,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48465,,,,,ZCTA5 48465,48465,,629,0,0,0,629,0,1
G48466,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48466,,,,,ZCTA5 48466,48466,,1578,0,0,0,1578,0,1
G48467,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48467,,,,,ZCTA5 48467,48467,,2337,0,0,0,2337,0,1
G48468,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48468,,,,,ZCTA5 48468,48468,,1294,0,0,0,1294,0,1
G48469,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48469,,,,,ZCTA5 48469,48469,,1245,0,0,0,1245,0,1
G48470,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48470,,,,,ZCTA5 48470,48470,,784,0,0,0,784,0,1
G48471,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48471,,,,,ZCTA5 48471,48471,,5745,2775,0,2775,2970,0,1
G48472,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48472,,,,,ZCTA5 48472,48472,,1912,0,0,0,1912,0,1
G48473,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48473,,,,,ZCTA5 48473,48473,,22507,14124,14124,0,8383,0,0
G48475,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48475,,,,,ZCTA5 48475,48475,,2766,0,0,0,2766,0,1
G48476,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48476,,,,,ZCTA5 48476,48476,,577,575,0,575,2,0,0
G48502,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48502,,,,,ZCTA5 48502,48502,,1164,1164,1164,0,0,0,0
G48503,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48503,,,,,ZCTA5 48503,48503,,25168,25168,25168,0,0,0,0
G48504,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48504,,,,,ZCTA5 48504,48504,,30926,29749,29749,0,1177,0,0
G48505,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48505,,,,,ZCTA5 48505,48505,,25710,25641,25641,0,69,0,0
G48506,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48506,,,,,ZCTA5 48506,48506,,30019,29668,29668,0,351,0,0
G48507,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48507,,,,,ZCTA5 48507,48507,,30607,30563,30563,0,44,0,0
G48509,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48509,,,,,ZCTA5 48509,48509,,9470,9470,9470,0,0,0,0
G48519,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48519,,,,,ZCTA5 48519,48519,,7465,7465,7465,0,0,0,0
G48529,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48529,,,,,ZCTA5 48529,48529,,10271,10271,10271,0,0,0,0
G48532,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48532,,,,,ZCTA5 48532,48532,,19375,18297,18297,0,1078,0,0
G48551,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48551,,,,,ZCTA5 48551,48551,,0,0,0,0,0,0,0
G48553,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48553,,,,,ZCTA5 48553,48553,,0,0,0,0,0,0,0
G48554,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48554,,,,,ZCTA5 48554,48554,,0,0,0,0,0,0,0
G48601,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48601,,,,,ZCTA5 48601,48601,,38406,32889,32889,0,5517,0,0
G48602,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48602,,,,,ZCTA5 48602,48602,,30119,30119,30119,0,0,0,0
G48603,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48603,,,,,ZCTA5 48603,48603,,26913,25783,25783,0,1130,0,0
G48604,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48604,,,,,ZCTA5 48604,48604,,13074,11836,11836,0,1238,0,0
G48607,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48607,,,,,ZCTA5 48607,48607,,1774,1774,1774,0,0,0,0
G48609,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48609,,,,,ZCTA5 48609,48609,,12461,8447,8447,0,4014,0,0
G48610,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48610,,,,,ZCTA5 48610,48610,,3083,0,0,0,3083,0,1
G48611,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48611,,,,,ZCTA5 48611,48611,,6554,3265,3265,0,3289,0,1
G48612,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48612,,,,,ZCTA5 48612,48612,,9259,0,0,0,9259,0,1
G48613,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48613,,,,,ZCTA5 48613,48613,,1158,0,0,0,1158,0,1
G48614,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48614,,,,,ZCTA5 48614,48614,,1376,0,0,0,1376,0,1
G48615,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48615,,,,,ZCTA5 48615,48615,,3058,0,0,0,3058,0,1
G48616,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48616,,,,,ZCTA5 48616,48616,,7513,0,0,0,7513,0,1
G48617,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48617,,,,,ZCTA5 48617,48617,,8857,3415,0,3415,5442,0,1
G48618,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48618,,,,,ZCTA5 48618,48618,,5393,0,0,0,5393,0,1
G48619,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48619,,,,,ZCTA5 48619,48619,,465,0,0,0,465,0,1
G48621,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48621,,,,,ZCTA5 48621,48621,,1359,0,0,0,1359,0,1
G48622,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48622,,,,,ZCTA5 48622,48622,,6491,2182,0,2182,4309,0,1
G48623,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48623,,,,,ZCTA5 48623,48623,,13993,7877,7877,0,6116,0,0
G48624,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48624,,,,,ZCTA5 48624,48624,,15810,2934,0,2934,12876,0,1
G48625,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48625,,,,,ZCTA5 48625,48625,,13152,3589,0,3589,9563,0,1
G48626,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48626,,,,,ZCTA5 48626,48626,,6078,0,0,0,6078,0,1
G48627,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48627,,,,,ZCTA5 48627,48627,,141,0,0,0,141,0,1
G48628,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48628,,,,,ZCTA5 48628,48628,,1938,0,0,0,1938,0,1
G48629,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48629,,,,,ZCTA5 48629,48629,,7854,5225,0,5225,2629,0,0
G48630,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48630,,,,,ZCTA5 48630,48630,,69,69,0,69,0,0,0
G48631,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48631,,,,,ZCTA5 48631,48631,,4643,273,273,0,4370,0,1
G48632,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48632,,,,,ZCTA5 48632,48632,,5125,0,0,0,5125,0,1
G48633,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48633,,,,,ZCTA5 48633,48633,,210,0,0,0,210,0,1
G48634,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48634,,,,,ZCTA5 48634,48634,,4371,0,0,0,4371,0,1
G48635,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48635,,,,,ZCTA5 48635,48635,,1573,0,0,0,1573,0,1
G48636,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48636,,,,,ZCTA5 48636,48636,,864,0,0,0,864,0,1
G48637,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48637,,,,,ZCTA5 48637,48637,,3359,0,0,0,3359,0,1
G48638,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48638,,,,,ZCTA5 48638,48638,,12922,12922,12922,0,0,0,0
G48640,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48640,,,,,ZCTA5 48640,48640,,32690,21347,21347,0,11343,0,0
G48642,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48642,,,,,ZCTA5 48642,48642,,32277,23816,23816,0,8461,0,0
G48647,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48647,,,,,ZCTA5 48647,48647,,4420,0,0,0,4420,0,1
G48649,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48649,,,,,ZCTA5 48649,48649,,1576,0,0,0,1576,0,1
G48650,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48650,,,,,ZCTA5 48650,48650,,7253,0,0,0,7253,0,1
G48651,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48651,,,,,ZCTA5 48651,48651,,4690,3006,0,3006,1684,0,0
G48652,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48652,,,,,ZCTA5 48652,48652,,1548,0,0,0,1548,0,1
G48653,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48653,,,,,ZCTA5 48653,48653,,10293,0,0,0,10293,0,1
G48654,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48654,,,,,ZCTA5 48654,48654,,2521,0,0,0,2521,0,1
G48655,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48655,,,,,ZCTA5 48655,48655,,6460,0,0,0,6460,0,1
G48656,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48656,,,,,ZCTA5 48656,48656,,4058,0,0,0,4058,0,1
G48657,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48657,,,,,ZCTA5 48657,48657,,7981,3472,3472,0,4509,0,1
G48658,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48658,,,,,ZCTA5 48658,48658,,5138,0,0,0,5138,0,1
G48659,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48659,,,,,ZCTA5 48659,48659,,2850,0,0,0,2850,0,1
G48661,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48661,,,,,ZCTA5 48661,48661,,10691,0,0,0,10691,0,1
G48662,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48662,,,,,ZCTA5 48662,48662,,1594,0,0,0,1594,0,1
G48667,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48667,,,,,ZCTA5 48667,48667,,0,0,0,0,0,0,0
G48701,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48701,,,,,ZCTA5 48701,48701,,1368,0,0,0,1368,0,1
G48703,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48703,,,,,ZCTA5 48703,48703,,3238,0,0,0,3238,0,1
G48705,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48705,,,,,ZCTA5 48705,48705,,535,0,0,0,535,0,1
G48706,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48706,,,,,ZCTA5 48706,48706,,40596,35082,35082,0,5514,0,0
G48708,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48708,,,,,ZCTA5 48708,48708,,27262,25860,25860,0,1402,0,0
G48710,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48710,,,,,ZCTA5 48710,48710,,0,0,0,0,0,0,0
G48720,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48720,,,,,ZCTA5 48720,48720,,1042,0,0,0,1042,0,1
G48721,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48721,,,,,ZCTA5 48721,48721,,411,0,0,0,411,0,1
G48722,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48722,,,,,ZCTA5 48722,48722,,3123,1140,1140,0,1983,0,1
G48723,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48723,,,,,ZCTA5 48723,48723,,12479,5113,0,5113,7366,0,1
G48724,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48724,,,,,ZCTA5 48724,48724,,359,349,349,0,10,0,0
G48725,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48725,,,,,ZCTA5 48725,48725,,2464,0,0,0,2464,0,1
G48726,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48726,,,,,ZCTA5 48726,48726,,6172,0,0,0,6172,0,1
G48727,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48727,,,,,ZCTA5 48727,48727,,1269,0,0,0,1269,0,1
G48728,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48728,,,,,ZCTA5 48728,48728,,290,0,0,0,290,0,1
G48729,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48729,,,,,ZCTA5 48729,48729,,1586,0,0,0,1586,0,1
G48730,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48730,,,,,ZCTA5 48730,48730,,4716,2397,0,2397,2319,0,0
G48731,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48731,,,,,ZCTA5 48731,48731,,1683,0,0,0,1683,0,1
G48732,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48732,,,,,ZCTA5 48732,48732,,11483,9613,9613,0,1870,0,0
G48733,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48733,,,,,ZCTA5 48733,48733,,1758,0,0,0,1758,0,1
G48734,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48734,,,,,ZCTA5 48734,48734,,7444,4972,0,4972,2472,0,0
G48735,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48735,,,,,ZCTA5 48735,48735,,1051,0,0,0,1051,0,1
G48737,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48737,,,,,ZCTA5 48737,48737,,1245,0,0,0,1245,0,1
G48738,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48738,,,,,ZCTA5 48738,48738,,1269,231,0,231,1038,0,1
G48739,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48739,,,,,ZCTA5 48739,48739,,4043,0,0,0,4043,0,1
G48740,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48740,,,,,ZCTA5 48740,48740,,2556,0,0,0,2556,0,1
G48741,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48741,,,,,ZCTA5 48741,48741,,2086,0,0,0,2086,0,1
G48742,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48742,,,,,ZCTA5 48742,48742,,1647,0,0,0,1647,0,1
G48743,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48743,,,,,ZCTA5 48743,48743,,63,0,0,0,63,0,1
G48744,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48744,,,,,ZCTA5 48744,48744,,4615,0,0,0,4615,0,1
G48745,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48745,,,,,ZCTA5 48745,48745,,1346,0,0,0,1346,0,1
G48746,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48746,,,,,ZCTA5 48746,48746,,8528,358,0,358,8170,0,1
G48747,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48747,,,,,ZCTA5 48747,48747,,1494,0,0,0,1494,0,1
G48748,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48748,,,,,ZCTA5 48748,48748,,1693,0,0,0,1693,0,1
G48749,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48749,,,,,ZCTA5 48749,48749,,1094,0,0,0,1094,0,1
G48750,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48750,,,,,ZCTA5 48750,48750,,8846,6153,0,6153,2693,0,0
G48754,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48754,,,,,ZCTA5 48754,48754,,1001,0,0,0,1001,0,1
G48755,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48755,,,,,ZCTA5 48755,48755,,3110,0,0,0,3110,0,1
G48756,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48756,,,,,ZCTA5 48756,48756,,4640,0,0,0,4640,0,1
G48757,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48757,,,,,ZCTA5 48757,48757,,3817,0,0,0,3817,0,1
G48759,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48759,,,,,ZCTA5 48759,48759,,3293,0,0,0,3293,0,1
G48760,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48760,,,,,ZCTA5 48760,48760,,1351,0,0,0,1351,0,1
G48761,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48761,,,,,ZCTA5 48761,48761,,1026,0,0,0,1026,0,1
G48762,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48762,,,,,ZCTA5 48762,48762,,1139,0,0,0,1139,0,1
G48763,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48763,,,,,ZCTA5 48763,48763,,5012,1975,0,1975,3037,0,1
G48765,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48765,,,,,ZCTA5 48765,48765,,725,0,0,0,725,0,1
G48766,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48766,,,,,ZCTA5 48766,48766,,1270,0,0,0,1270,0,1
G48767,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48767,,,,,ZCTA5 48767,48767,,2162,0,0,0,2162,0,1
G48768,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48768,,,,,ZCTA5 48768,48768,,9832,3356,0,3356,6476,0,1
G48770,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48770,,,,,ZCTA5 48770,48770,,1891,0,0,0,1891,0,1
G48801,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48801,,,,,ZCTA5 48801,48801,,12923,9345,0,9345,3578,0,0
G48806,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48806,,,,,ZCTA5 48806,48806,,1676,0,0,0,1676,0,1
G48807,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48807,,,,,ZCTA5 48807,48807,,916,0,0,0,916,0,1
