GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,ZCTA,SABINSA,TOTAL,URBAN,URBAN_AREAS,URBAN_CLUSTER,RURAL,NONDF,Rural_Dummy
G01096,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,,,,,ZCTA5 01096,1096,,2217,0,0,0,2217,0,1
G01097,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097,,,,,ZCTA5 01097,1097,,111,65,65,0,46,0,0
G01098,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098,,,,,ZCTA5 01098,1098,,1101,0,0,0,1101,0,1
G01103,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103,,,,,ZCTA5 01103,1103,,2479,2479,2479,0,0,0,0
G01104,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104,,,,,ZCTA5 01104,1104,,22865,22865,22865,0,0,0,0
G01105,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105,,,,,ZCTA5 01105,1105,,12350,12350,12350,0,0,0,0
G01106,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106,,,,,ZCTA5 01106,1106,,16021,16021,16021,0,0,0,0
G01107,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,,,,,ZCTA5 01107,1107,,11611,11611,11611,0,0,0,0
G01108,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,,,,,ZCTA5 01108,1108,,26688,26688,26688,0,0,0,0
G01109,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,,,,,ZCTA5 01109,1109,,30250,30250,30250,0,0,0,0
G01118,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,,,,,ZCTA5 01118,1118,,14071,14071,14071,0,0,0,0
G01119,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1119,,,,,ZCTA5 01119,1119,,14152,14152,14152,0,0,0,0
G01128,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1128,,,,,ZCTA5 01128,1128,,2631,2631,2631,0,0,0,0
G01129,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,,,,,ZCTA5 01129,1129,,7019,7019,7019,0,0,0,0
G01151,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1151,,,,,ZCTA5 01151,1151,,8698,8698,8698,0,0,0,0
G01199,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199,,,,,ZCTA5 01199,1199,,0,0,0,0,0,0,0
G01201,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201,,,,,ZCTA5 01201,1201,,46504,43110,43110,0,3394,0,0
G01220,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,,,,,ZCTA5 01220,1220,,8603,7565,7565,0,1038,0,0
G01222,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,,,,,ZCTA5 01222,1222,,829,0,0,0,829,0,1
G01223,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,,,,,ZCTA5 01223,1223,,2314,0,0,0,2314,0,1
G01224,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,,,,,ZCTA5 01224,1224,,182,182,182,0,0,0,0
G01225,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1225,,,,,ZCTA5 01225,1225,,3117,1689,1689,0,1428,0,0
G01226,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226,,,,,ZCTA5 01226,1226,,6945,4892,4892,0,2053,0,0
G01229,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,,,,,ZCTA5 01229,1229,,95,0,0,0,95,0,1
G01230,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,,,,,ZCTA5 01230,1230,,8430,3607,0,3607,4823,0,1
G01235,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235,,,,,ZCTA5 01235,1235,,2766,588,588,0,2178,0,1
G01236,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,,,,,ZCTA5 01236,1236,,1509,964,0,964,545,0,0
G01237,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237,,,,,ZCTA5 01237,1237,,2496,478,478,0,2018,0,1
G01238,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238,,,,,ZCTA5 01238,1238,,6047,4500,0,4500,1547,0,0
G01240,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1240,,,,,ZCTA5 01240,1240,,4534,3084,608,2476,1450,0,0
G01242,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242,,,,,ZCTA5 01242,1242,,476,476,0,476,0,0,0
G01243,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1243,,,,,ZCTA5 01243,1243,,334,0,0,0,334,0,1
G01244,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1244,,,,,ZCTA5 01244,1244,,151,0,0,0,151,0,1
G01245,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245,,,,,ZCTA5 01245,1245,,985,0,0,0,985,0,1
G01247,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1247,,,,,ZCTA5 01247,1247,,16087,12287,12,12275,3800,0,0
G01253,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,,,,,ZCTA5 01253,1253,,731,0,0,0,731,0,1
G01254,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254,,,,,ZCTA5 01254,1254,,972,0,0,0,972,0,1
G01255,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255,,,,,ZCTA5 01255,1255,,915,0,0,0,915,0,1
G01256,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256,,,,,ZCTA5 01256,1256,,692,0,0,0,692,0,1
G01257,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,,,,,ZCTA5 01257,1257,,2121,0,0,0,2121,0,1
G01258,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258,,,,,ZCTA5 01258,1258,,374,0,0,0,374,0,1
G01259,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,,,,,ZCTA5 01259,1259,,635,0,0,0,635,0,1
G01260,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,,,,,ZCTA5 01260,1260,,240,62,0,62,178,0,1
G01262,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,,,,,ZCTA5 01262,1262,,1238,535,0,535,703,0,1
G01264,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1264,,,,,ZCTA5 01264,1264,,137,0,0,0,137,0,1
G01266,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266,,,,,ZCTA5 01266,1266,,1463,0,0,0,1463,0,1
G01267,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267,,,,,ZCTA5 01267,1267,,7989,5743,0,5743,2246,0,0
G01270,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,,,,,ZCTA5 01270,1270,,778,0,0,0,778,0,1
G01301,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,,,,,ZCTA5 01301,1301,,17700,15544,0,15544,2156,0,0
G01330,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330,,,,,ZCTA5 01330,1330,,1506,0,0,0,1506,0,1
G01331,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,,,,,ZCTA5 01331,1331,,13263,7985,0,7985,5278,0,0
G01337,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337,,,,,ZCTA5 01337,1337,,2596,0,0,0,2596,0,1
G01338,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338,,,,,ZCTA5 01338,1338,,187,0,0,0,187,0,1
G01339,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339,,,,,ZCTA5 01339,1339,,1438,0,0,0,1438,0,1
G01340,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,,ZCTA5 01340,1340,,1701,0,0,0,1701,0,1
G01341,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341,,,,,ZCTA5 01341,1341,,1833,0,0,0,1833,0,1
G01342,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342,,,,,ZCTA5 01342,1342,,1492,556,0,556,936,0,1
G01343,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,,,,,ZCTA5 01343,1343,,75,0,0,0,75,0,1
G01344,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,,,,,ZCTA5 01344,1344,,1498,489,0,489,1009,0,1
G01346,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346,,,,,ZCTA5 01346,1346,,533,0,0,0,533,0,1
G01347,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1347,,,,,ZCTA5 01347,1347,,166,0,0,0,166,0,1
G01349,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349,,,,,ZCTA5 01349,1349,,1091,766,0,766,325,0,0
G01350,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,,,,,ZCTA5 01350,1350,,121,0,0,0,121,0,1
G01351,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351,,,,,ZCTA5 01351,1351,,2270,148,0,148,2122,0,1
G01354,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354,,,,,ZCTA5 01354,1354,,1500,215,0,215,1285,0,1
G01355,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,,ZCTA5 01355,1355,,878,0,0,0,878,0,1
G01360,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360,,,,,ZCTA5 01360,1360,,3032,0,0,0,3032,0,1
G01364,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364,,,,,ZCTA5 01364,1364,,7969,4849,0,4849,3120,0,0
G01366,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366,,,,,ZCTA5 01366,1366,,1277,0,0,0,1277,0,1
G01367,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1367,,,,,ZCTA5 01367,1367,,522,0,0,0,522,0,1
G01368,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368,,,,,ZCTA5 01368,1368,,1261,0,0,0,1261,0,1
G01370,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,,,,,ZCTA5 01370,1370,,4084,0,0,0,4084,0,1
G01373,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373,,,,,ZCTA5 01373,1373,,4600,1923,0,1923,2677,0,1
G01375,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,,,,,ZCTA5 01375,1375,,3684,2786,0,2786,898,0,0
G01376,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376,,,,,ZCTA5 01376,1376,,5247,5247,0,5247,0,0,0
G01378,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378,,,,,ZCTA5 01378,1378,,774,0,0,0,774,0,1
G01379,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,,,,ZCTA5 01379,1379,,813,0,0,0,813,0,1
G01420,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420,,,,,ZCTA5 01420,1420,,40337,37234,37234,0,3103,0,0
G01430,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430,,,,,ZCTA5 01430,1430,,6089,602,602,0,5487,0,1
G01431,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,ZCTA5 01431,1431,,3074,362,362,0,2712,0,1
G01432,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,,,,,ZCTA5 01432,1432,,7089,6790,6790,0,299,0,0
G01434,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434,,,,,ZCTA5 01434,1434,,1795,1795,1795,0,0,0,0
G01436,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436,,,,,ZCTA5 01436,1436,,3336,2626,2626,0,710,0,0
G01438,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438,,,,,ZCTA5 01438,1438,,559,514,514,0,45,0,0
G01440,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440,,,,,ZCTA5 01440,1440,,20347,19309,19309,0,1038,0,0
G01450,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,,,,,ZCTA5 01450,1450,,10646,6587,6587,0,4059,0,0
G01451,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451,,,,,ZCTA5 01451,1451,,4747,79,79,0,4668,0,1
G01452,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452,,,,,ZCTA5 01452,1452,,4382,0,0,0,4382,0,1
G01453,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,,,,,ZCTA5 01453,1453,,40883,39504,39504,0,1379,0,0
G01460,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460,,,,,ZCTA5 01460,1460,,8924,8149,8149,0,775,0,0
G01462,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462,,,,,ZCTA5 01462,1462,,10086,7034,7034,0,3052,0,0
G01463,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463,,,,,ZCTA5 01463,1463,,11497,6620,6620,0,4877,0,0
G01464,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464,,,,,ZCTA5 01464,1464,,7211,5287,5287,0,1924,0,0
G01467,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467,,,,,ZCTA5 01467,1467,,316,0,0,0,316,0,1
G01468,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1468,,,,,ZCTA5 01468,1468,,4021,877,877,0,3144,0,1
G01469,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,,,,,ZCTA5 01469,1469,,6801,3362,3362,0,3439,0,1
G01473,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,,,,,ZCTA5 01473,1473,,7277,3224,3224,0,4053,0,1
G01474,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474,,,,,ZCTA5 01474,1474,,2125,935,935,0,1190,0,1
G01475,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,,,,,ZCTA5 01475,1475,,10270,5961,5961,0,4309,0,0
G01501,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,,,,,ZCTA5 01501,1501,,16075,15317,15317,0,758,0,0
G01503,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503,,,,,ZCTA5 01503,1503,,2866,992,992,0,1874,0,1
G01504,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1504,,,,,ZCTA5 01504,1504,,9026,8380,8380,0,646,0,0
G01505,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505,,,,,ZCTA5 01505,1505,,4355,2417,2417,0,1938,0,0
G01506,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506,,,,,ZCTA5 01506,1506,,3390,1132,0,1132,2258,0,1
G01507,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507,,,,,ZCTA5 01507,1507,,12981,3723,3723,0,9258,0,1
G01510,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,,,,,ZCTA5 01510,1510,,13606,13601,13601,0,5,0,0
G01515,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515,,,,,ZCTA5 01515,1515,,2183,1252,0,1252,931,0,0
G01516,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516,,,,,ZCTA5 01516,1516,,8500,3463,3463,0,5037,0,1
G01518,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518,,,,,ZCTA5 01518,1518,,2974,1919,1919,0,1055,0,0
G01519,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519,,,,,ZCTA5 01519,1519,,6595,6146,6146,0,449,0,0
G01520,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520,,,,,ZCTA5 01520,1520,,13997,12248,12248,0,1749,0,0
G01521,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,,,,,ZCTA5 01521,1521,,2481,0,0,0,2481,0,1
G01522,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522,,,,,ZCTA5 01522,1522,,3310,2272,2272,0,1038,0,0
G01523,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523,,,,,ZCTA5 01523,1523,,7582,5175,5175,0,2407,0,0
G01524,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524,,,,,ZCTA5 01524,1524,,6696,4776,4776,0,1920,0,0
G01525,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,,,,,ZCTA5 01525,1525,,290,290,290,0,0,0,0
G01527,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527,,,,,ZCTA5 01527,1527,,13246,12041,12041,0,1205,0,0
G01529,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,,,,,ZCTA5 01529,1529,,3190,2411,2411,0,779,0,0
G01531,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531,,,,,ZCTA5 01531,1531,,999,0,0,0,999,0,1
G01532,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532,,,,,ZCTA5 01532,1532,,14155,13215,13215,0,940,0,0
G01534,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534,,,,,ZCTA5 01534,1534,,5631,5021,5021,0,610,0,0
G01535,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1535,,,,,ZCTA5 01535,1535,,4680,2782,0,2782,1898,0,0
G01536,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,,,,,ZCTA5 01536,1536,,6888,6567,6567,0,321,0,0
G01537,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537,,,,,ZCTA5 01537,1537,,2248,1724,1724,0,524,0,0
G01540,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540,,,,,ZCTA5 01540,1540,,11291,8618,8618,0,2673,0,0
G01541,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,,,,,ZCTA5 01541,1541,,3413,0,0,0,3413,0,1
G01542,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1542,,,,,ZCTA5 01542,1542,,2202,1762,1762,0,440,0,0
G01543,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,,,,,ZCTA5 01543,1543,,7973,3408,3408,0,4565,0,1
G01545,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,,,,,ZCTA5 01545,1545,,35299,35299,35299,0,0,0,0
G01550,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,,,,,ZCTA5 01550,1550,,16719,14656,14656,0,2063,0,0
G01560,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560,,,,,ZCTA5 01560,1560,,4527,4527,4527,0,0,0,0
G01561,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,,,,,ZCTA5 01561,1561,,330,330,330,0,0,0,0
G01562,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562,,,,,ZCTA5 01562,1562,,11688,7727,7651,76,3961,0,0
G01564,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564,,,,,ZCTA5 01564,1564,,7808,3107,3107,0,4701,0,1
G01566,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566,,,,,ZCTA5 01566,1566,,6294,3212,3212,0,3082,0,0
G01568,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,,,,,ZCTA5 01568,1568,,7480,4308,4308,0,3172,0,0
G01569,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,,,,,ZCTA5 01569,1569,,13569,11052,11052,0,2517,0,0
G01570,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570,,,,,ZCTA5 01570,1570,,16767,16276,16276,0,491,0,0
G01571,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571,,,,,ZCTA5 01571,1571,,11390,9015,9015,0,2375,0,0
G01581,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581,,,,,ZCTA5 01581,1581,,18272,17371,17371,0,901,0,0
G01583,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583,,,,,ZCTA5 01583,1583,,7591,6702,6702,0,889,0,0
G01585,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,,,,,ZCTA5 01585,1585,,4554,1996,0,1996,2558,0,1
G01588,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1588,,,,,ZCTA5 01588,1588,,9733,9629,9629,0,104,0,0
G01590,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590,,,,,ZCTA5 01590,1590,,8875,5439,5439,0,3436,0,0
G01602,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1602,,,,,ZCTA5 01602,1602,,22819,22819,22819,0,0,0,0
G01603,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603,,,,,ZCTA5 01603,1603,,19916,19916,19916,0,0,0,0
G01604,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604,,,,,ZCTA5 01604,1604,,34677,34677,34677,0,0,0,0
G01605,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605,,,,,ZCTA5 01605,1605,,26221,26221,26221,0,0,0,0
G01606,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1606,,,,,ZCTA5 01606,1606,,19077,19077,19077,0,0,0,0
G01607,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607,,,,,ZCTA5 01607,1607,,8351,8351,8351,0,0,0,0
G01608,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608,,,,,ZCTA5 01608,1608,,3888,3888,3888,0,0,0,0
G01609,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609,,,,,ZCTA5 01609,1609,,22421,22421,22421,0,0,0,0
G01610,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610,,,,,ZCTA5 01610,1610,,23945,23945,23945,0,0,0,0
G01611,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611,,,,,ZCTA5 01611,1611,,2242,1705,1705,0,537,0,0
G01612,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1612,,,,,ZCTA5 01612,1612,,4845,2130,2130,0,2715,0,1
G01701,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701,,,,,ZCTA5 01701,1701,,31217,31217,31217,0,0,0,0
G01702,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1702,,,,,ZCTA5 01702,1702,,37206,37206,37206,0,0,0,0
G01718,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718,,,,,ZCTA5 01718,1718,,469,469,469,0,0,0,0
G01719,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1719,,,,,ZCTA5 01719,1719,,4996,4991,4991,0,5,0,0
G01720,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,,,,,ZCTA5 01720,1720,,21361,20147,20147,0,1214,0,0
G01721,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,,,,,ZCTA5 01721,1721,,16593,16346,16346,0,247,0,0
G01730,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730,,,,,ZCTA5 01730,1730,,13221,13143,13143,0,78,0,0
G01731,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731,,,,,ZCTA5 01731,1731,,1396,1396,1396,0,0,0,0
G01740,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740,,,,,ZCTA5 01740,1740,,4897,285,285,0,4612,0,1
G01741,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,,,,,ZCTA5 01741,1741,,4852,723,723,0,4129,0,1
G01742,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742,,,,,ZCTA5 01742,1742,,17726,15273,15273,0,2453,0,0
G01745,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745,,,,,ZCTA5 01745,1745,,397,397,397,0,0,0,0
G01746,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,,,,,ZCTA5 01746,1746,,13547,13016,13016,0,531,0,0
G01747,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747,,,,,ZCTA5 01747,1747,,5911,5871,5871,0,40,0,0
G01748,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748,,,,,ZCTA5 01748,1748,,14925,11693,11693,0,3232,0,0
G01749,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749,,,,,ZCTA5 01749,1749,,19063,18690,18690,0,373,0,0
G01752,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752,,,,,ZCTA5 01752,1752,,38499,38380,38380,0,119,0,0
G01754,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,,,,,ZCTA5 01754,1754,,10106,10048,10048,0,58,0,0
G01756,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1756,,,,,ZCTA5 01756,1756,,5839,2629,2629,0,3210,0,1
G01757,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,,,,,ZCTA5 01757,1757,,28061,27799,27799,0,262,0,0
G01760,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,,,,,ZCTA5 01760,1760,,32786,32384,32384,0,402,0,0
G01770,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770,,,,,ZCTA5 01770,1770,,4119,1272,1272,0,2847,0,1
G01772,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772,,,,,ZCTA5 01772,1772,,9370,9313,9313,0,57,0,0
G01773,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1773,,,,,ZCTA5 01773,1773,,5112,2749,2749,0,2363,0,0
G01775,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,,,,,ZCTA5 01775,1775,,6590,4096,4096,0,2494,0,0
G01776,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776,,,,,ZCTA5 01776,1776,,17659,16703,16703,0,956,0,0
G01778,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778,,,,,ZCTA5 01778,1778,,13109,12743,12743,0,366,0,0
G01801,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801,,,,,ZCTA5 01801,1801,,38903,38903,38903,0,0,0,0
G01803,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1803,,,,,ZCTA5 01803,1803,,24487,24487,24487,0,0,0,0
G01810,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810,,,,,ZCTA5 01810,1810,,33201,33201,33201,0,0,0,0
G01821,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821,,,,,ZCTA5 01821,1821,,30310,30310,30310,0,0,0,0
G01824,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,,,,,ZCTA5 01824,1824,,24911,24911,24911,0,0,0,0
G01826,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826,,,,,ZCTA5 01826,1826,,29422,28230,28230,0,1192,0,0
