GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G60565,2015-2019,US,60565,ZCTA5 60565,40383,555,584,192,683,493,158,37718,0,2.820493772
G60585,2015-2019,US,60585,ZCTA5 60585,23825,146,290,289,246,223,33,22598,0,1.830010493
G60586,2015-2019,US,60586,ZCTA5 60586,47422,522,811,1203,495,2125,835,41431,0,2.810931635
G60601,2015-2019,US,60601,ZCTA5 60601,14448,1018,350,127,223,204,50,12476,0,9.468438538
G60602,2015-2019,US,60602,ZCTA5 60602,1123,11,6,11,0,52,0,1043,0,1.513802315
G60603,2015-2019,US,60603,ZCTA5 60603,852,98,44,21,7,0,12,670,0,16.66666667
G60604,2015-2019,US,60604,ZCTA5 60604,823,146,25,0,11,0,0,641,0,20.77764277
G60605,2015-2019,US,60605,ZCTA5 60605,26014,1551,771,464,140,587,307,22194,0,8.925962943
G60606,2015-2019,US,60606,ZCTA5 60606,3287,155,110,0,0,21,0,3001,0,8.062062671
G60607,2015-2019,US,60607,ZCTA5 60607,26439,4240,1177,535,478,901,221,18887,0,20.48867204
G60608,2015-2019,US,60608,ZCTA5 60608,70382,5567,7901,5109,4523,5405,2384,39493,0,19.13557444
G60609,2015-2019,US,60609,ZCTA5 60609,60578,6474,9723,4111,4706,5854,2535,27175,0,26.73742943
G60610,2015-2019,US,60610,ZCTA5 60610,38944,1921,1978,1471,580,1703,270,31021,0,10.01181183
G60611,2015-2019,US,60611,ZCTA5 60611,32762,2393,1104,503,332,430,220,27780,0,10.67395153
G60612,2015-2019,US,60612,ZCTA5 60612,32223,5649,4259,2039,1420,1821,958,16077,0,30.74822332
G60613,2015-2019,US,60613,ZCTA5 60613,50462,2360,2797,1292,931,1270,835,40977,0,10.21957116
G60614,2015-2019,US,60614,ZCTA5 60614,68396,3003,2611,842,785,1061,413,59681,0,8.208082344
G60615,2015-2019,US,60615,ZCTA5 60615,40053,5489,4282,1500,1231,2506,746,24299,0,24.39517639
G60616,2015-2019,US,60616,ZCTA5 60616,51476,5065,6851,3482,2397,2310,1173,30198,0,23.1486518
G60617,2015-2019,US,60617,ZCTA5 60617,83266,9069,10628,5585,6620,6797,2361,42206,0,23.65551366
G60618,2015-2019,US,60618,ZCTA5 60618,94545,3248,6500,4049,5235,6371,2063,67079,0,10.31043418
G60619,2015-2019,US,60619,ZCTA5 60619,61080,7081,8389,4195,2163,3615,1800,33837,0,25.32743942
G60620,2015-2019,US,60620,ZCTA5 60620,67035,8194,8405,4911,3619,5055,1921,34930,0,24.76169165
G60621,2015-2019,US,60621,ZCTA5 60621,27484,5771,5645,2479,1799,2102,1021,8667,0,41.53689419
G60622,2015-2019,US,60622,ZCTA5 60622,52765,2971,2927,1280,1471,1459,791,41866,0,11.17786411
G60623,2015-2019,US,60623,ZCTA5 60623,80891,9893,14617,8013,7255,8390,2652,30071,0,30.30003338
G60624,2015-2019,US,60624,ZCTA5 60624,34380,7300,7226,3193,1821,2858,679,11303,0,42.2513089
G60625,2015-2019,US,60625,ZCTA5 60625,77240,4229,6153,2136,3772,5892,2404,52654,0,13.44122216
G60626,2015-2019,US,60626,ZCTA5 60626,47252,4533,7261,2063,2853,3575,1168,25799,0,24.95979006
G60628,2015-2019,US,60628,ZCTA5 60628,63661,7700,7244,3890,3454,4629,2362,34382,0,23.47434065
G60629,2015-2019,US,60629,ZCTA5 60629,109743,5807,13636,8657,9789,13863,4428,53563,0,17.71684754
G60630,2015-2019,US,60630,ZCTA5 60630,56106,2509,2805,1528,1742,2936,1559,43027,0,9.471357787
G60631,2015-2019,US,60631,ZCTA5 60631,28980,1034,761,616,624,605,182,25158,0,6.193926846
G60632,2015-2019,US,60632,ZCTA5 60632,89268,6132,10516,7460,6749,10597,4142,43672,0,18.64946005
G60633,2015-2019,US,60633,ZCTA5 60633,12335,983,1241,885,458,410,216,8142,0,18.02999595
G60634,2015-2019,US,60634,ZCTA5 60634,74664,2313,3655,2903,3288,4450,2167,55888,0,7.993142612
G60636,2015-2019,US,60636,ZCTA5 60636,29896,4071,5478,2373,2354,3744,973,10903,0,31.94072786
G60637,2015-2019,US,60637,ZCTA5 60637,43825,8373,6816,3085,1945,3050,961,19595,0,34.65830006
G60638,2015-2019,US,60638,ZCTA5 60638,58475,2406,2737,3055,2054,4232,1118,42873,0,8.795211629
G60639,2015-2019,US,60639,ZCTA5 60639,87492,6136,10715,6529,4877,8687,4137,46411,0,19.26004663
G60640,2015-2019,US,60640,ZCTA5 60640,67969,5391,7488,3610,2853,3871,1657,43099,0,18.9483441
G60641,2015-2019,US,60641,ZCTA5 60641,69510,2638,4814,2528,3877,5206,1829,48618,0,10.7207596
G60642,2015-2019,US,60642,ZCTA5 60642,19716,830,907,436,672,433,192,16246,0,8.810103469
G60643,2015-2019,US,60643,ZCTA5 60643,48494,3702,3180,1316,1750,3046,926,34574,0,14.19144636
G60644,2015-2019,US,60644,ZCTA5 60644,45654,6327,9084,4985,2465,4308,1354,17131,0,33.75607833
G60645,2015-2019,US,60645,ZCTA5 60645,46723,5258,3861,3960,2705,2840,1405,26694,0,19.51715429
G60646,2015-2019,US,60646,ZCTA5 60646,28384,804,1248,664,799,815,664,23390,0,7.229425028
G60647,2015-2019,US,60647,ZCTA5 60647,87225,5338,6827,4168,3906,4824,1863,60299,0,13.9466896
G60649,2015-2019,US,60649,ZCTA5 60649,45751,7813,6764,2841,1976,3392,1243,21722,0,31.86159865
G60651,2015-2019,US,60651,ZCTA5 60651,63009,6669,9028,4624,4887,5099,2039,30663,0,24.91231411
G60652,2015-2019,US,60652,ZCTA5 60652,43098,2368,3164,1501,1935,2566,878,30686,0,12.83586245
G60653,2015-2019,US,60653,ZCTA5 60653,32617,5086,5554,2020,1429,2454,712,15362,0,32.62102585
G60654,2015-2019,US,60654,ZCTA5 60654,20022,968,443,209,217,242,186,17757,0,7.047248027
G60655,2015-2019,US,60655,ZCTA5 60655,27946,868,331,274,259,661,452,25101,0,4.290417233
G60656,2015-2019,US,60656,ZCTA5 60656,28208,806,1323,1330,841,1862,650,21396,0,7.547504254
G60657,2015-2019,US,60657,ZCTA5 60657,70637,2856,2438,1031,884,1581,542,61305,0,7.494655775
G60659,2015-2019,US,60659,ZCTA5 60659,42328,3055,6887,2550,3086,3392,752,22606,0,23.48799849
G60660,2015-2019,US,60660,ZCTA5 60660,41528,2884,3757,2821,1306,2242,1262,27256,0,15.99162011
G60661,2015-2019,US,60661,ZCTA5 60661,10261,709,155,70,111,362,86,8768,0,8.420231946
G60706,2015-2019,US,60706,ZCTA5 60706,22710,684,980,871,842,1544,729,17060,0,7.327168648
G60707,2015-2019,US,60707,ZCTA5 60707,42894,1421,2059,2332,2441,2168,1054,31419,0,8.1130228
G60712,2015-2019,US,60712,ZCTA5 60712,12371,361,411,756,352,672,275,9544,0,6.240400938
G60714,2015-2019,US,60714,ZCTA5 60714,28275,1124,1485,1373,890,1974,813,20616,0,9.227232538
G60803,2015-2019,US,60803,ZCTA5 60803,22313,1086,786,673,1109,1108,852,16699,0,8.389727961
G60804,2015-2019,US,60804,ZCTA5 60804,81525,4633,8533,7260,6789,9105,4454,40751,0,16.14964735
G60805,2015-2019,US,60805,ZCTA5 60805,19260,620,761,411,618,646,371,15833,0,7.170301142
G60827,2015-2019,US,60827,ZCTA5 60827,28439,4944,3710,1925,1967,2244,1797,11852,0,30.43004325
G60901,2015-2019,US,60901,ZCTA5 60901,34493,3745,4017,1711,1646,2288,1109,19977,0,22.50311657
G60910,2015-2019,US,60910,ZCTA5 60910,562,38,29,66,13,37,17,362,0,11.92170819
G60911,2015-2019,US,60911,ZCTA5 60911,1307,36,28,108,14,46,42,1033,0,4.896710023
G60912,2015-2019,US,60912,ZCTA5 60912,502,20,48,25,34,74,41,260,0,13.54581673
G60913,2015-2019,US,60913,ZCTA5 60913,1413,32,38,39,28,101,3,1172,0,4.953998585
G60914,2015-2019,US,60914,ZCTA5 60914,27174,831,1797,586,419,952,611,21978,0,9.671009053
G60915,2015-2019,US,60915,ZCTA5 60915,10177,602,791,254,373,1035,395,6727,0,13.68772723
G60917,2015-2019,US,60917,ZCTA5 60917,538,14,18,4,9,26,8,459,0,5.94795539
G60918,2015-2019,US,60918,ZCTA5 60918,717,35,65,23,20,34,37,503,0,13.94700139
G60919,2015-2019,US,60919,ZCTA5 60919,482,14,34,0,29,11,16,378,0,9.958506224
G60920,2015-2019,US,60920,ZCTA5 60920,166,13,11,15,29,13,1,84,0,14.45783133
G60921,2015-2019,US,60921,ZCTA5 60921,1507,188,142,105,125,152,150,645,0,21.89781022
G60922,2015-2019,US,60922,ZCTA5 60922,2569,291,135,32,63,255,60,1733,0,16.58232775
G60924,2015-2019,US,60924,ZCTA5 60924,1469,44,73,74,32,87,51,1108,0,7.96460177
G60926,2015-2019,US,60926,ZCTA5 60926,42,0,2,0,0,0,3,37,0,4.761904762
G60927,2015-2019,US,60927,ZCTA5 60927,1994,41,78,36,59,115,59,1606,0,5.967903711
G60928,2015-2019,US,60928,ZCTA5 60928,675,10,29,4,21,26,10,575,0,5.777777778
G60929,2015-2019,US,60929,ZCTA5 60929,705,55,151,10,29,37,28,395,0,29.21985816
G60930,2015-2019,US,60930,ZCTA5 60930,895,61,56,47,51,79,48,553,0,13.0726257
G60931,2015-2019,US,60931,ZCTA5 60931,579,34,33,67,42,17,40,346,0,11.5716753
G60932,2015-2019,US,60932,ZCTA5 60932,61,0,0,21,0,18,0,22,0,0
G60933,2015-2019,US,60933,ZCTA5 60933,271,15,27,17,8,13,6,185,0,15.49815498
G60934,2015-2019,US,60934,ZCTA5 60934,233,1,6,14,37,3,9,163,0,3.004291845
G60935,2015-2019,US,60935,ZCTA5 60935,1229,21,64,13,7,28,62,1034,0,6.916192026
G60936,2015-2019,US,60936,ZCTA5 60936,3972,178,372,63,286,319,0,2754,0,13.8469285
G60938,2015-2019,US,60938,ZCTA5 60938,1882,77,190,45,76,139,44,1311,0,14.18703507
G60940,2015-2019,US,60940,ZCTA5 60940,3164,116,110,48,111,89,29,2661,0,7.142857143
G60941,2015-2019,US,60941,ZCTA5 60941,2182,32,41,89,21,23,16,1960,0,3.345554537
G60942,2015-2019,US,60942,ZCTA5 60942,5802,655,467,60,159,458,312,3691,0,19.33815926
G60945,2015-2019,US,60945,ZCTA5 60945,179,8,8,2,0,29,5,127,0,8.938547486
G60946,2015-2019,US,60946,ZCTA5 60946,404,40,2,10,6,45,9,292,0,10.3960396
G60948,2015-2019,US,60948,ZCTA5 60948,1566,63,18,97,89,48,12,1239,0,5.172413793
G60949,2015-2019,US,60949,ZCTA5 60949,484,47,41,16,34,30,14,302,0,18.18181818
G60950,2015-2019,US,60950,ZCTA5 60950,10953,602,346,293,498,500,113,8601,0,8.655162969
G60951,2015-2019,US,60951,ZCTA5 60951,776,49,104,16,45,19,2,541,0,19.71649485
G60952,2015-2019,US,60952,ZCTA5 60952,655,60,79,22,8,34,31,421,0,21.22137405
G60953,2015-2019,US,60953,ZCTA5 60953,2385,99,149,263,290,264,27,1293,0,10.39832285
G60954,2015-2019,US,60954,ZCTA5 60954,5642,359,286,348,724,349,144,3432,0,11.43211627
G60955,2015-2019,US,60955,ZCTA5 60955,1625,118,130,115,77,87,19,1079,0,15.26153846
G60957,2015-2019,US,60957,ZCTA5 60957,5061,193,411,134,185,200,233,3705,0,11.93440032
G60958,2015-2019,US,60958,ZCTA5 60958,1709,239,194,218,109,177,28,744,0,25.33645407
G60959,2015-2019,US,60959,ZCTA5 60959,1034,74,63,159,46,77,21,594,0,13.24951644
G60960,2015-2019,US,60960,ZCTA5 60960,1032,33,40,103,137,111,6,602,0,7.073643411
G60961,2015-2019,US,60961,ZCTA5 60961,778,8,22,197,26,11,20,494,0,3.856041131
G60962,2015-2019,US,60962,ZCTA5 60962,539,92,67,3,25,45,12,295,0,29.49907236
G60963,2015-2019,US,60963,ZCTA5 60963,1712,110,58,106,114,227,5,1092,0,9.813084112
G60964,2015-2019,US,60964,ZCTA5 60964,4819,188,322,181,332,341,154,3301,0,10.58310853
G60966,2015-2019,US,60966,ZCTA5 60966,1506,75,163,25,118,100,54,971,0,15.80345286
G60968,2015-2019,US,60968,ZCTA5 60968,465,48,22,40,65,49,0,241,0,15.05376344
G60969,2015-2019,US,60969,ZCTA5 60969,78,0,0,0,0,10,10,58,0,0
G60970,2015-2019,US,60970,ZCTA5 60970,6538,418,494,345,632,407,204,4038,0,13.94921994
G60973,2015-2019,US,60973,ZCTA5 60973,345,13,85,30,19,35,4,159,0,28.4057971
G60974,2015-2019,US,60974,ZCTA5 60974,206,25,9,0,8,8,0,156,0,16.50485437
G61001,2015-2019,US,61001,ZCTA5 61001,1074,36,102,69,22,69,46,730,0,12.84916201
G61006,2015-2019,US,61006,ZCTA5 61006,1838,118,180,16,65,115,34,1310,0,16.2132753
G61007,2015-2019,US,61007,ZCTA5 61007,502,0,0,0,20,85,30,367,0,0
G61008,2015-2019,US,61008,ZCTA5 61008,33528,1613,2531,1763,1174,3216,1149,22082,0,12.35981866
G61010,2015-2019,US,61010,ZCTA5 61010,7441,106,177,258,95,377,233,6195,0,3.803252251
G61011,2015-2019,US,61011,ZCTA5 61011,2497,10,3,12,215,40,16,2201,0,0.52062475
G61012,2015-2019,US,61012,ZCTA5 61012,2490,84,170,88,153,92,54,1849,0,10.20080321
G61013,2015-2019,US,61013,ZCTA5 61013,451,6,26,28,42,20,0,329,0,7.095343681
G61014,2015-2019,US,61014,ZCTA5 61014,989,71,45,9,29,125,42,668,0,11.72901921
G61015,2015-2019,US,61015,ZCTA5 61015,1049,0,0,0,334,19,5,691,0,0
G61016,2015-2019,US,61016,ZCTA5 61016,4585,123,176,116,236,142,91,3701,0,6.521264995
G61018,2015-2019,US,61018,ZCTA5 61018,958,23,63,56,21,106,17,672,0,8.977035491
G61019,2015-2019,US,61019,ZCTA5 61019,3309,52,86,11,129,129,113,2789,0,4.170444243
G61020,2015-2019,US,61020,ZCTA5 61020,3040,74,353,87,65,207,54,2200,0,14.04605263
G61021,2015-2019,US,61021,ZCTA5 61021,19712,1216,1343,467,753,1092,695,14146,0,12.98193994
G61024,2015-2019,US,61024,ZCTA5 61024,2337,64,31,108,63,151,150,1770,0,4.06504065
G61025,2015-2019,US,61025,ZCTA5 61025,4638,185,283,118,177,261,27,3587,0,10.09055627
G61027,2015-2019,US,61027,ZCTA5 61027,73,0,0,0,0,73,0,0,0,0
G61028,2015-2019,US,61028,ZCTA5 61028,1951,98,59,60,59,126,58,1491,0,8.047155305
G61030,2015-2019,US,61030,ZCTA5 61030,2246,87,139,135,149,148,115,1473,0,10.06233304
G61031,2015-2019,US,61031,ZCTA5 61031,1477,24,105,116,44,97,40,1051,0,8.733920108
G61032,2015-2019,US,61032,ZCTA5 61032,28965,2154,2663,2480,1213,2646,917,16892,0,16.63041602
G61036,2015-2019,US,61036,ZCTA5 61036,6338,21,251,216,151,169,161,5369,0,4.291574629
G61037,2015-2019,US,61037,ZCTA5 61037,64,0,0,0,0,0,0,64,0,0
G61038,2015-2019,US,61038,ZCTA5 61038,1280,16,70,0,37,0,0,1157,0,6.71875
G61039,2015-2019,US,61039,ZCTA5 61039,949,20,64,3,130,116,18,598,0,8.85142255
G61041,2015-2019,US,61041,ZCTA5 61041,1162,84,218,160,28,72,31,569,0,25.98967298
G61042,2015-2019,US,61042,ZCTA5 61042,625,46,71,12,46,29,49,372,0,18.72
G61043,2015-2019,US,61043,ZCTA5 61043,103,13,37,0,0,2,7,44,0,48.54368932
G61044,2015-2019,US,61044,ZCTA5 61044,272,17,14,18,0,11,0,212,0,11.39705882
G61046,2015-2019,US,61046,ZCTA5 61046,2326,135,121,45,179,128,26,1692,0,11.00601892
G61047,2015-2019,US,61047,ZCTA5 61047,1666,102,85,42,139,44,45,1209,0,11.2244898
G61048,2015-2019,US,61048,ZCTA5 61048,3716,60,187,123,91,356,64,2835,0,6.646932185
G61049,2015-2019,US,61049,ZCTA5 61049,543,19,76,14,0,3,0,431,0,17.49539595
G61050,2015-2019,US,61050,ZCTA5 61050,455,0,0,0,42,50,49,314,0,0
G61051,2015-2019,US,61051,ZCTA5 61051,1624,96,66,80,65,84,75,1158,0,9.975369458
G61052,2015-2019,US,61052,ZCTA5 61052,846,0,8,17,9,44,13,755,0,0.945626478
G61053,2015-2019,US,61053,ZCTA5 61053,2571,127,71,76,51,115,105,2026,0,7.701283547
G61054,2015-2019,US,61054,ZCTA5 61054,3489,403,284,84,248,308,23,2139,0,19.69045572
G61057,2015-2019,US,61057,ZCTA5 61057,76,0,0,0,0,0,0,76,0,0
G61059,2015-2019,US,61059,ZCTA5 61059,202,4,8,1,22,3,3,161,0,5.940594059
G61060,2015-2019,US,61060,ZCTA5 61060,1357,39,50,45,25,119,78,1001,0,6.558585114
G61061,2015-2019,US,61061,ZCTA5 61061,6234,223,410,235,103,417,84,4762,0,10.15399423
G61062,2015-2019,US,61062,ZCTA5 61062,1839,62,83,56,27,118,19,1474,0,7.884719956
G61063,2015-2019,US,61063,ZCTA5 61063,4482,144,47,191,125,292,41,3642,0,4.261490406
G61064,2015-2019,US,61064,ZCTA5 61064,3856,274,281,137,201,185,49,2729,0,14.39315353
G61065,2015-2019,US,61065,ZCTA5 61065,10661,300,433,89,191,853,470,8325,0,6.875527624
G61067,2015-2019,US,61067,ZCTA5 61067,730,34,45,14,15,19,41,562,0,10.82191781
G61068,2015-2019,US,61068,ZCTA5 61068,14094,465,754,524,1014,1535,236,9566,0,8.649070526
G61070,2015-2019,US,61070,ZCTA5 61070,1374,92,101,80,29,230,135,707,0,14.04657933
G61071,2015-2019,US,61071,ZCTA5 61071,13868,741,1245,348,453,1331,550,9200,0,14.32073839
G61072,2015-2019,US,61072,ZCTA5 61072,11283,237,267,127,381,379,298,9594,0,4.466897102
G61073,2015-2019,US,61073,ZCTA5 61073,19424,443,586,461,205,778,216,16735,0,5.297570016
G61074,2015-2019,US,61074,ZCTA5 61074,4115,300,330,108,144,479,84,2670,0,15.30984204
G61075,2015-2019,US,61075,ZCTA5 61075,974,23,51,32,17,61,7,783,0,7.597535934
G61077,2015-2019,US,61077,ZCTA5 61077,33,0,0,0,0,0,0,33,0,0
G61078,2015-2019,US,61078,ZCTA5 61078,1299,17,51,34,29,158,4,1006,0,5.234795997
G61079,2015-2019,US,61079,ZCTA5 61079,189,0,0,50,0,18,0,121,0,0
G61080,2015-2019,US,61080,ZCTA5 61080,10380,602,629,444,261,662,199,7583,0,11.85934489
G61081,2015-2019,US,61081,ZCTA5 61081,20679,653,1513,1347,747,1685,780,13954,0,10.47439431
G61084,2015-2019,US,61084,ZCTA5 61084,3061,139,172,35,47,82,64,2522,0,10.16007841
G61085,2015-2019,US,61085,ZCTA5 61085,3292,93,171,275,257,231,90,2175,0,8.019441069
G61087,2015-2019,US,61087,ZCTA5 61087,1544,60,77,49,78,101,53,1126,0,8.873056995
G61088,2015-2019,US,61088,ZCTA5 61088,6165,189,220,58,22,300,33,5343,0,6.634225466
G61089,2015-2019,US,61089,ZCTA5 61089,739,39,35,32,6,17,9,601,0,10.0135318
G61091,2015-2019,US,61091,ZCTA5 61091,67,0,0,0,28,0,0,39,0,0
G61101,2015-2019,US,61101,ZCTA5 61101,19094,3616,2328,1450,1540,1614,500,8046,0,31.13019797
G61102,2015-2019,US,61102,ZCTA5 61102,16841,2029,2434,1616,1058,1450,511,7743,0,26.50080162
G61103,2015-2019,US,61103,ZCTA5 61103,22685,2413,2591,1786,1305,1877,810,11903,0,22.05862905
G61104,2015-2019,US,61104,ZCTA5 61104,19406,3850,3588,1598,1292,1918,862,6298,0,38.32835206
G61107,2015-2019,US,61107,ZCTA5 61107,29584,1392,1929,1297,887,1905,677,21497,0,11.22566252
G61108,2015-2019,US,61108,ZCTA5 61108,27404,758,2810,1204,1711,2204,840,17877,0,13.01999708
G61109,2015-2019,US,61109,ZCTA5 61109,26821,1979,2434,1290,1798,2044,1025,16251,0,16.45352522
G61111,2015-2019,US,61111,ZCTA5 61111,23021,742,2114,971,781,1675,774,15964,0,12.40606403
G61112,2015-2019,US,61112,ZCTA5 61112,62,0,0,8,0,31,9,14,0,0
G61114,2015-2019,US,61114,ZCTA5 61114,15480,586,618,659,340,747,211,12319,0,7.777777778
G61115,2015-2019,US,61115,ZCTA5 61115,22286,867,829,831,1165,1286,425,16883,0,7.610158844
G61201,2015-2019,US,61201,ZCTA5 61201,35178,3735,3703,1827,1478,2907,1252,20276,0,21.14389675
G61230,2015-2019,US,61230,ZCTA5 61230,1027,16,72,66,25,80,34,734,0,8.568646543
G61231,2015-2019,US,61231,ZCTA5 61231,4997,241,131,194,250,232,107,3842,0,7.44446668
G61232,2015-2019,US,61232,ZCTA5 61232,1318,3,54,29,51,59,13,1109,0,4.324734446
G61234,2015-2019,US,61234,ZCTA5 61234,1226,23,39,35,36,58,32,1003,0,5.057096248
G61235,2015-2019,US,61235,ZCTA5 61235,1498,18,72,97,103,127,32,1049,0,6.008010681
G61236,2015-2019,US,61236,ZCTA5 61236,97,9,0,7,0,8,10,63,0,9.278350515
G61238,2015-2019,US,61238,ZCTA5 61238,3233,139,132,106,82,221,33,2520,0,8.382307454
G61239,2015-2019,US,61239,ZCTA5 61239,1122,46,237,56,10,149,49,575,0,25.2228164
G61240,2015-2019,US,61240,ZCTA5 61240,5819,95,79,192,346,180,51,4876,0,2.990204502
G61241,2015-2019,US,61241,ZCTA5 61241,7011,72,401,146,158,413,140,5681,0,6.74654115
G61242,2015-2019,US,61242,ZCTA5 61242,1322,23,8,56,40,70,8,1117,0,2.344931921
G61243,2015-2019,US,61243,ZCTA5 61243,236,5,0,0,1,3,12,215,0,2.118644068
G61244,2015-2019,US,61244,ZCTA5 61244,21646,1457,1256,699,749,1388,1152,14945,0,12.53349349
G61250,2015-2019,US,61250,ZCTA5 61250,2489,30,128,114,99,213,79,1826,0,6.347930896
G61251,2015-2019,US,61251,ZCTA5 61251,357,0,7,8,0,0,0,342,0,1.960784314
G61252,2015-2019,US,61252,ZCTA5 61252,5233,152,182,235,159,318,183,4004,0,6.382572138
G61254,2015-2019,US,61254,ZCTA5 61254,10781,351,442,266,442,336,159,8785,0,7.355532882
G61256,2015-2019,US,61256,ZCTA5 61256,2072,72,92,46,29,101,137,1595,0,7.915057915
G61257,2015-2019,US,61257,ZCTA5 61257,1112,39,266,32,3,45,11,716,0,27.42805755
G61258,2015-2019,US,61258,ZCTA5 61258,184,19,63,0,0,5,11,86,0,44.56521739
G61259,2015-2019,US,61259,ZCTA5 61259,1148,53,23,0,23,20,8,1021,0,6.620209059
G61260,2015-2019,US,61260,ZCTA5 61260,959,80,225,20,10,23,16,585,0,31.80396246
G61261,2015-2019,US,61261,ZCTA5 61261,886,21,63,57,38,107,11,589,0,9.480812641
G61262,2015-2019,US,61262,ZCTA5 61262,1039,0,7,8,23,102,24,875,0,0.673724735
G61263,2015-2019,US,61263,ZCTA5 61263,743,50,42,79,62,33,12,465,0,12.38223419
G61264,2015-2019,US,61264,ZCTA5 61264,10441,400,559,232,408,699,253,7890,0,9.184943971
G61265,2015-2019,US,61265,ZCTA5 61265,43174,2378,2786,2137,1640,2683,1531,30019,0,11.96090239
G61270,2015-2019,US,61270,ZCTA5 61270,6627,141,391,312,426,364,249,4744,0,8.027765203
G61272,2015-2019,US,61272,ZCTA5 61272,1170,39,39,68,72,36,39,877,0,6.666666667
G61273,2015-2019,US,61273,ZCTA5 61273,3166,42,41,39,30,88,88,2838,0,2.621604548
G61274,2015-2019,US,61274,ZCTA5 61274,267,15,0,0,0,0,0,252,0,5.617977528
G61275,2015-2019,US,61275,ZCTA5 61275,4688,96,189,10,27,216,200,3950,0,6.079351536
G61276,2015-2019,US,61276,ZCTA5 61276,63,0,9,0,0,0,0,54,0,14.28571429
G61277,2015-2019,US,61277,ZCTA5 61277,3067,72,139,138,197,133,42,2346,0,6.879686991
G61278,2015-2019,US,61278,ZCTA5 61278,514,42,58,10,29,7,19,349,0,19.45525292
G61279,2015-2019,US,61279,ZCTA5 61279,909,15,7,38,2,25,70,752,0,2.420242024
G61281,2015-2019,US,61281,ZCTA5 61281,2460,69,11,32,139,55,71,2083,0,3.25203252
G61282,2015-2019,US,61282,ZCTA5 61282,7732,1004,596,282,324,267,298,4961,0,20.69322297
G61283,2015-2019,US,61283,ZCTA5 61283,1883,26,523,24,53,78,40,1139,0,29.15560276
G61284,2015-2019,US,61284,ZCTA5 61284,1959,19,5,12,0,56,298,1569,0,1.225114855
G61285,2015-2019,US,61285,ZCTA5 61285,1501,32,55,93,14,144,28,1135,0,5.796135909
G61301,2015-2019,US,61301,ZCTA5 61301,9550,1015,732,516,564,840,178,5705,0,18.29319372
G61310,2015-2019,US,61310,ZCTA5 61310,3770,183,205,80,215,174,129,2784,0,10.29177719
G61311,2015-2019,US,61311,ZCTA5 61311,226,0,0,0,25,78,0,123,0,0
G61312,2015-2019,US,61312,ZCTA5 61312,483,32,23,1,39,26,0,362,0,11.38716356
G61313,2015-2019,US,61313,ZCTA5 61313,203,0,11,42,0,9,42,99,0,5.418719212
G61314,2015-2019,US,61314,ZCTA5 61314,952,51,37,25,52,55,19,713,0,9.243697479
G61315,2015-2019,US,61315,ZCTA5 61315,236,6,34,3,43,9,15,126,0,16.94915254
G61316,2015-2019,US,61316,ZCTA5 61316,250,9,23,8,1,12,20,177,0,12.8
G61317,2015-2019,US,61317,ZCTA5 61317,403,8,31,39,9,42,16,258,0,9.677419355
G61318,2015-2019,US,61318,ZCTA5 61318,748,56,50,8,49,46,158,381,0,14.17112299
G61319,2015-2019,US,61319,ZCTA5 61319,1432,110,124,84,50,86,44,934,0,16.34078212
G61320,2015-2019,US,61320,ZCTA5 61320,681,26,29,8,14,39,25,540,0,8.076358297
G61321,2015-2019,US,61321,ZCTA5 61321,301,2,0,6,17,22,5,249,0,0.664451827
G61322,2015-2019,US,61322,ZCTA5 61322,1595,13,213,85,65,303,95,821,0,14.169279
G61323,2015-2019,US,61323,ZCTA5 61323,78,21,1,10,0,0,1,45,0,28.20512821
G61324,2015-2019,US,61324,ZCTA5 61324,128,0,0,0,0,0,0,128,0,0
G61325,2015-2019,US,61325,ZCTA5 61325,1062,12,28,9,90,56,23,844,0,3.766478343
G61326,2015-2019,US,61326,ZCTA5 61326,2273,37,158,80,63,72,68,1795,0,8.578970524
G61327,2015-2019,US,61327,ZCTA5 61327,1271,9,69,14,41,52,40,1046,0,6.136900079
G61328,2015-2019,US,61328,ZCTA5 61328,26,0,0,26,0,0,0,0,0,0
G61329,2015-2019,US,61329,ZCTA5 61329,1208,36,77,17,19,125,13,921,0,9.354304636
G61330,2015-2019,US,61330,ZCTA5 61330,1395,28,18,74,22,113,37,1103,0,3.297491039
G61331,2015-2019,US,61331,ZCTA5 61331,18,0,0,0,0,0,0,18,0,0
G61332,2015-2019,US,61332,ZCTA5 61332,125,2,0,6,6,5,0,106,0,1.6
G61333,2015-2019,US,61333,ZCTA5 61333,358,42,11,7,4,23,6,265,0,14.80446927
G61334,2015-2019,US,61334,ZCTA5 61334,721,26,30,35,50,77,18,485,0,7.766990291
G61335,2015-2019,US,61335,ZCTA5 61335,395,22,1,2,0,5,12,353,0,5.82278481
G61336,2015-2019,US,61336,ZCTA5 61336,483,40,34,8,6,45,14,336,0,15.32091097
G61337,2015-2019,US,61337,ZCTA5 61337,443,49,43,25,39,19,11,257,0,20.76749436
G61338,2015-2019,US,61338,ZCTA5 61338,226,9,29,10,9,21,6,142,0,16.81415929
G61340,2015-2019,US,61340,ZCTA5 61340,263,2,21,2,3,2,0,233,0,8.745247148
