GISJOIN,YEAR,STUSAB,ZCTA5A,ZCTA_NAME,Total,Under0.5,0.5_0.99,1.00_1.24,1.25_1.49,1.50_1.84,1.85_1.99,Over2.0,Poverty_Dummy,Pct_Agg
G97873,2015-2019,US,97873,ZCTA5 97873,295,16,8,2,11,13,11,234,0,8.13559322
G97874,2015-2019,US,97874,ZCTA5 97874,426,15,44,76,17,44,3,227,0,13.84976526
G97875,2015-2019,US,97875,ZCTA5 97875,3106,178,240,128,135,265,119,2041,0,13.45782357
G97876,2015-2019,US,97876,ZCTA5 97876,950,29,15,43,21,50,15,777,0,4.631578947
G97877,2015-2019,US,97877,ZCTA5 97877,282,34,66,20,29,11,4,118,0,35.46099291
G97880,2015-2019,US,97880,ZCTA5 97880,259,23,12,10,0,18,6,190,0,13.51351351
G97882,2015-2019,US,97882,ZCTA5 97882,5789,533,860,357,562,599,519,2359,0,24.06287787
G97883,2015-2019,US,97883,ZCTA5 97883,2488,42,126,81,204,126,0,1909,0,6.752411576
G97884,2015-2019,US,97884,ZCTA5 97884,129,3,10,1,10,13,0,92,0,10.07751938
G97885,2015-2019,US,97885,ZCTA5 97885,1259,24,198,37,54,190,59,697,0,17.6330421
G97886,2015-2019,US,97886,ZCTA5 97886,1240,7,60,18,73,103,179,800,0,5.403225806
G97901,2015-2019,US,97901,ZCTA5 97901,710,27,167,15,24,57,32,388,0,27.32394366
G97903,2015-2019,US,97903,ZCTA5 97903,51,0,0,0,0,0,0,51,0,0
G97904,2015-2019,US,97904,ZCTA5 97904,253,3,40,33,25,17,2,133,0,16.99604743
G97905,2015-2019,US,97905,ZCTA5 97905,85,3,0,8,0,15,0,59,0,3.529411765
G97906,2015-2019,US,97906,ZCTA5 97906,317,1,94,11,37,15,16,143,0,29.96845426
G97907,2015-2019,US,97907,ZCTA5 97907,498,11,61,88,66,49,17,206,0,14.45783133
G97908,2015-2019,US,97908,ZCTA5 97908,38,3,2,7,3,6,0,17,0,13.15789474
G97909,2015-2019,US,97909,ZCTA5 97909,97,0,0,0,0,0,0,97,0,0
G97910,2015-2019,US,97910,ZCTA5 97910,526,21,68,22,59,28,16,312,0,16.92015209
G97911,2015-2019,US,97911,ZCTA5 97911,69,1,6,0,12,9,1,40,0,10.14492754
G97913,2015-2019,US,97913,ZCTA5 97913,4841,325,532,343,413,432,135,2661,0,17.70295394
G97914,2015-2019,US,97914,ZCTA5 97914,15781,1232,2535,1269,970,1525,424,7826,0,23.87047716
G97918,2015-2019,US,97918,ZCTA5 97918,4116,451,291,142,516,252,270,2194,0,18.02721088
G97920,2015-2019,US,97920,ZCTA5 97920,73,0,50,0,10,3,0,10,1,68.49315068
G98001,2015-2019,US,98001,ZCTA5 98001,33545,1076,1429,610,889,2381,977,26183,0,7.467580862
G98002,2015-2019,US,98002,ZCTA5 98002,33017,2204,1965,1509,1242,2598,704,22795,0,12.6268286
G98003,2015-2019,US,98003,ZCTA5 98003,48999,3599,4132,1805,2269,3634,1444,32116,0,15.77787302
G98004,2015-2019,US,98004,ZCTA5 98004,36078,996,723,424,238,882,375,32440,0,4.764676534
G98005,2015-2019,US,98005,ZCTA5 98005,19197,721,498,310,179,578,167,16744,0,6.349950513
G98006,2015-2019,US,98006,ZCTA5 98006,37799,879,902,552,570,458,772,33666,0,4.711764862
G98007,2015-2019,US,98007,ZCTA5 98007,29178,1229,2001,814,686,925,310,23213,0,11.06998423
G98008,2015-2019,US,98008,ZCTA5 98008,25503,863,940,304,410,984,275,21727,0,7.069756499
G98010,2015-2019,US,98010,ZCTA5 98010,5571,114,121,54,81,62,16,5123,0,4.218273201
G98011,2015-2019,US,98011,ZCTA5 98011,33330,964,651,1031,434,1141,1028,28081,0,4.845484548
G98012,2015-2019,US,98012,ZCTA5 98012,67138,1590,1606,1360,946,2024,697,58915,0,4.760344365
G98014,2015-2019,US,98014,ZCTA5 98014,6763,80,113,65,116,190,214,5985,0,2.853763123
G98019,2015-2019,US,98019,ZCTA5 98019,11935,175,156,68,258,109,21,11148,0,2.773355677
G98020,2015-2019,US,98020,ZCTA5 98020,19354,420,409,131,237,393,213,17551,0,4.283352279
G98021,2015-2019,US,98021,ZCTA5 98021,31320,899,868,312,378,1135,236,27492,0,5.641762452
G98022,2015-2019,US,98022,ZCTA5 98022,20990,864,1078,591,445,1411,391,16210,0,9.252024774
G98023,2015-2019,US,98023,ZCTA5 98023,49924,1838,2354,1544,2077,2757,676,38678,0,8.39676308
G98024,2015-2019,US,98024,ZCTA5 98024,6869,89,115,99,29,218,3,6316,0,2.969864609
G98026,2015-2019,US,98026,ZCTA5 98026,37727,708,1043,842,735,1115,541,32743,0,4.64123837
G98027,2015-2019,US,98027,ZCTA5 98027,30817,806,1522,344,739,1128,556,25722,0,7.554271993
G98028,2015-2019,US,98028,ZCTA5 98028,22633,538,700,266,172,894,426,19637,0,5.4698891
G98029,2015-2019,US,98029,ZCTA5 98029,29126,811,674,222,173,472,160,26614,0,5.098537389
G98030,2015-2019,US,98030,ZCTA5 98030,38313,2836,4790,888,2765,2561,1102,23371,0,19.90447107
G98031,2015-2019,US,98031,ZCTA5 98031,37571,1850,2579,904,1171,1844,506,28717,0,11.7883474
G98032,2015-2019,US,98032,ZCTA5 98032,37808,2212,2336,1827,3004,2792,1618,24019,0,12.02920017
G98033,2015-2019,US,98033,ZCTA5 98033,39284,1272,872,167,695,730,415,35133,0,5.457692699
G98034,2015-2019,US,98034,ZCTA5 98034,43125,1637,1437,766,608,915,768,36994,0,7.128115942
G98036,2015-2019,US,98036,ZCTA5 98036,40196,1619,2201,1235,637,1389,860,32255,0,9.503433177
G98037,2015-2019,US,98037,ZCTA5 98037,30196,1636,1653,999,1253,1440,650,22565,0,10.89217115
G98038,2015-2019,US,98038,ZCTA5 98038,35686,871,511,259,410,957,519,32159,0,3.872667152
G98039,2015-2019,US,98039,ZCTA5 98039,3262,128,39,21,13,50,0,3011,0,5.119558553
G98040,2015-2019,US,98040,ZCTA5 98040,25488,919,505,325,207,260,139,23133,0,5.586942875
G98042,2015-2019,US,98042,ZCTA5 98042,48529,1558,948,809,1332,1903,994,40985,0,5.163922603
G98043,2015-2019,US,98043,ZCTA5 98043,21123,931,618,723,452,1137,274,16988,0,7.33323865
G98045,2015-2019,US,98045,ZCTA5 98045,15339,320,910,107,201,388,125,13288,0,8.01877567
G98047,2015-2019,US,98047,ZCTA5 98047,7124,150,348,622,525,489,279,4711,0,6.990454801
G98050,2015-2019,US,98050,ZCTA5 98050,432,0,0,0,0,0,0,432,0,0
G98051,2015-2019,US,98051,ZCTA5 98051,4403,203,136,89,139,99,56,3681,0,7.699295935
G98052,2015-2019,US,98052,ZCTA5 98052,69983,2294,1291,663,625,1666,494,62950,0,5.122672649
G98053,2015-2019,US,98053,ZCTA5 98053,21960,378,209,133,181,345,256,20458,0,2.673041894
G98055,2015-2019,US,98055,ZCTA5 98055,24210,777,1078,444,680,1430,770,19031,0,7.66212309
G98056,2015-2019,US,98056,ZCTA5 98056,35661,1057,1536,1468,716,1279,958,28647,0,7.271248703
G98057,2015-2019,US,98057,ZCTA5 98057,12691,706,1818,100,754,854,69,8390,0,19.88810968
G98058,2015-2019,US,98058,ZCTA5 98058,43652,1071,1890,716,1284,1943,991,35757,0,6.783194355
G98059,2015-2019,US,98059,ZCTA5 98059,38807,1311,774,1353,919,908,978,32564,0,5.372742031
G98065,2015-2019,US,98065,ZCTA5 98065,15782,145,85,0,136,71,83,15262,0,1.457356482
G98068,2015-2019,US,98068,ZCTA5 98068,444,7,1,16,1,17,0,402,0,1.801801802
G98070,2015-2019,US,98070,ZCTA5 98070,10232,119,423,82,274,370,751,8213,0,5.297107115
G98072,2015-2019,US,98072,ZCTA5 98072,23799,579,288,97,148,439,48,22200,0,3.643010211
G98074,2015-2019,US,98074,ZCTA5 98074,28739,278,201,209,54,46,272,27679,0,1.66672466
G98075,2015-2019,US,98075,ZCTA5 98075,23966,232,336,101,352,305,109,22531,0,2.370024201
G98077,2015-2019,US,98077,ZCTA5 98077,13439,139,105,70,327,315,76,12407,0,1.815611281
G98087,2015-2019,US,98087,ZCTA5 98087,40713,2087,2015,1454,1639,1811,1179,30528,0,10.07540589
G98092,2015-2019,US,98092,ZCTA5 98092,47448,1327,2381,1112,881,2813,651,38283,0,7.814871017
G98101,2015-2019,US,98101,ZCTA5 98101,13368,967,682,233,302,320,104,10760,0,12.33542789
G98102,2015-2019,US,98102,ZCTA5 98102,26009,1019,733,704,446,841,599,21667,0,6.736129801
G98103,2015-2019,US,98103,ZCTA5 98103,52765,2061,1455,827,1059,1474,1027,44862,0,6.663508007
G98104,2015-2019,US,98104,ZCTA5 98104,12623,1140,1638,820,468,447,128,7982,0,22.00744672
G98105,2015-2019,US,98105,ZCTA5 98105,41003,8651,3598,1105,702,1769,535,24643,0,29.8734239
G98106,2015-2019,US,98106,ZCTA5 98106,25779,1463,2391,1044,914,1383,380,18204,0,14.95015323
G98107,2015-2019,US,98107,ZCTA5 98107,27524,709,708,526,402,554,348,24277,0,5.148234268
G98108,2015-2019,US,98108,ZCTA5 98108,23436,1648,3247,1163,945,1392,539,14502,0,20.88667008
G98109,2015-2019,US,98109,ZCTA5 98109,30235,1318,940,332,416,447,258,26524,0,7.468166033
G98110,2015-2019,US,98110,ZCTA5 98110,24331,496,387,361,382,500,237,21968,0,3.629115121
G98112,2015-2019,US,98112,ZCTA5 98112,25303,671,1201,368,337,472,282,21972,0,7.398332214
G98115,2015-2019,US,98115,ZCTA5 98115,53889,2175,2396,1234,1024,1006,629,45425,0,8.482250552
G98116,2015-2019,US,98116,ZCTA5 98116,27214,371,370,355,307,635,389,24787,0,2.722863232
G98117,2015-2019,US,98117,ZCTA5 98117,35468,778,926,332,470,1021,339,31602,0,4.804330664
G98118,2015-2019,US,98118,ZCTA5 98118,48876,3615,3997,1015,2515,1838,1496,34400,0,15.5741059
G98119,2015-2019,US,98119,ZCTA5 98119,24645,1181,975,346,242,476,260,21165,0,8.748224792
G98121,2015-2019,US,98121,ZCTA5 98121,19272,782,1038,692,252,555,304,15649,0,9.443752594
G98122,2015-2019,US,98122,ZCTA5 98122,37071,3027,2444,862,646,1511,701,27880,0,14.75816676
G98125,2015-2019,US,98125,ZCTA5 98125,42814,2312,2179,1517,1369,1997,773,32667,0,10.48955949
G98126,2015-2019,US,98126,ZCTA5 98126,23353,1077,1383,1691,394,719,302,17787,0,10.5339785
G98133,2015-2019,US,98133,ZCTA5 98133,48089,2354,2914,1563,1274,2166,923,36895,0,10.95468818
G98134,2015-2019,US,98134,ZCTA5 98134,762,161,127,60,34,22,0,358,0,37.79527559
G98136,2015-2019,US,98136,ZCTA5 98136,16920,465,303,101,267,477,345,14962,0,4.539007092
G98144,2015-2019,US,98144,ZCTA5 98144,32076,1418,2140,1513,822,1627,537,24019,0,11.09240554
G98146,2015-2019,US,98146,ZCTA5 98146,27436,1263,2156,987,1216,1215,591,20008,0,12.46172912
G98148,2015-2019,US,98148,ZCTA5 98148,12075,410,1221,630,462,619,170,8563,0,13.50724638
G98154,2015-2019,US,98154,ZCTA5 98154,0,0,0,0,0,0,0,0,0,#DIV/0!
G98155,2015-2019,US,98155,ZCTA5 98155,34633,1185,951,878,864,1348,533,28874,0,6.16752808
G98158,2015-2019,US,98158,ZCTA5 98158,0,0,0,0,0,0,0,0,0,#DIV/0!
G98164,2015-2019,US,98164,ZCTA5 98164,177,0,19,0,0,0,0,158,0,10.73446328
G98166,2015-2019,US,98166,ZCTA5 98166,21391,961,1132,268,434,677,407,17512,0,9.784488804
G98168,2015-2019,US,98168,ZCTA5 98168,33169,1949,2368,1744,1712,2386,1675,21335,0,13.01516476
G98174,2015-2019,US,98174,ZCTA5 98174,0,0,0,0,0,0,0,0,0,#DIV/0!
G98177,2015-2019,US,98177,ZCTA5 98177,20587,473,499,257,304,644,256,18154,0,4.721426143
G98178,2015-2019,US,98178,ZCTA5 98178,27309,1085,2511,1416,1239,1469,850,18739,0,13.16782013
G98188,2015-2019,US,98188,ZCTA5 98188,25135,1272,1680,1795,1349,1608,578,16853,0,11.74457927
G98195,2015-2019,US,98195,ZCTA5 98195,0,0,0,0,0,0,0,0,0,#DIV/0!
G98198,2015-2019,US,98198,ZCTA5 98198,36688,1900,2406,1336,1293,2820,1674,25259,0,11.73680768
G98199,2015-2019,US,98199,ZCTA5 98199,22680,656,785,379,261,338,140,20121,0,6.35361552
G98201,2015-2019,US,98201,ZCTA5 98201,28316,1855,2628,917,958,1912,932,19114,0,15.83203842
G98203,2015-2019,US,98203,ZCTA5 98203,35812,2053,1582,828,2197,2582,889,25681,0,10.15022897
G98204,2015-2019,US,98204,ZCTA5 98204,42155,1870,4015,2335,1717,3763,1538,26917,0,13.9603843
G98205,2015-2019,US,98205,ZCTA5 98205,15359,178,876,149,206,384,213,13353,0,6.862425939
G98207,2015-2019,US,98207,ZCTA5 98207,0,0,0,0,0,0,0,0,0,#DIV/0!
G98208,2015-2019,US,98208,ZCTA5 98208,57890,2021,2096,1450,1841,2052,1513,46917,0,7.11176369
G98220,2015-2019,US,98220,ZCTA5 98220,779,0,22,0,65,123,62,507,0,2.824133504
G98221,2015-2019,US,98221,ZCTA5 98221,21521,815,944,663,613,965,496,17025,0,8.173412016
G98222,2015-2019,US,98222,ZCTA5 98222,84,0,0,0,0,2,2,80,0,0
G98223,2015-2019,US,98223,ZCTA5 98223,43873,1352,937,917,1092,2114,1063,36398,0,5.217331844
G98224,2015-2019,US,98224,ZCTA5 98224,214,14,16,0,0,45,33,106,0,14.01869159
G98225,2015-2019,US,98225,ZCTA5 98225,47335,6541,4650,2009,2261,3194,2064,26616,0,23.64212528
G98226,2015-2019,US,98226,ZCTA5 98226,43599,2065,3088,877,2583,2621,1331,31034,0,11.81907842
G98229,2015-2019,US,98229,ZCTA5 98229,32720,1971,1718,1110,1203,1290,690,24738,0,11.27444988
G98230,2015-2019,US,98230,ZCTA5 98230,17408,947,981,759,470,949,237,13065,0,11.07536765
G98232,2015-2019,US,98232,ZCTA5 98232,4395,73,666,17,283,177,107,3072,0,16.814562
G98233,2015-2019,US,98233,ZCTA5 98233,16170,1708,782,439,641,696,599,11305,0,15.39888683
G98235,2015-2019,US,98235,ZCTA5 98235,73,34,0,0,0,0,9,30,0,46.57534247
G98236,2015-2019,US,98236,ZCTA5 98236,6002,243,88,117,161,346,121,4926,0,5.514828391
G98237,2015-2019,US,98237,ZCTA5 98237,4409,378,292,70,262,338,85,2984,0,15.19618961
G98238,2015-2019,US,98238,ZCTA5 98238,0,0,0,0,0,0,0,0,0,#DIV/0!
G98239,2015-2019,US,98239,ZCTA5 98239,7040,207,393,362,195,202,102,5579,0,8.522727273
G98240,2015-2019,US,98240,ZCTA5 98240,3145,83,41,164,138,156,0,2563,0,3.942766296
G98241,2015-2019,US,98241,ZCTA5 98241,1898,74,162,75,70,145,24,1348,0,12.4341412
G98243,2015-2019,US,98243,ZCTA5 98243,589,22,12,50,3,26,16,460,0,5.772495756
G98244,2015-2019,US,98244,ZCTA5 98244,2724,87,354,14,84,67,207,1911,0,16.18942731
G98245,2015-2019,US,98245,ZCTA5 98245,3779,270,235,128,129,313,94,2610,0,13.36332363
G98247,2015-2019,US,98247,ZCTA5 98247,9731,633,821,159,450,807,375,6486,0,14.94193814
G98248,2015-2019,US,98248,ZCTA5 98248,25375,1330,1314,531,655,1749,537,19259,0,10.41970443
G98249,2015-2019,US,98249,ZCTA5 98249,4356,134,142,39,117,164,38,3722,0,6.336088154
G98250,2015-2019,US,98250,ZCTA5 98250,7937,381,367,211,234,397,304,6043,0,9.424215699
G98251,2015-2019,US,98251,ZCTA5 98251,4096,114,142,82,82,322,9,3345,0,6.25
G98252,2015-2019,US,98252,ZCTA5 98252,9629,338,585,278,311,319,386,7412,0,9.585626753
G98253,2015-2019,US,98253,ZCTA5 98253,1794,103,57,21,85,67,56,1405,0,8.918617614
G98255,2015-2019,US,98255,ZCTA5 98255,164,31,18,2,3,29,0,81,0,29.87804878
G98256,2015-2019,US,98256,ZCTA5 98256,348,14,55,42,8,16,2,211,0,19.82758621
G98257,2015-2019,US,98257,ZCTA5 98257,4162,165,323,109,161,195,57,3152,0,11.72513215
G98258,2015-2019,US,98258,ZCTA5 98258,32944,1157,982,493,462,1304,301,28245,0,6.492836328
G98260,2015-2019,US,98260,ZCTA5 98260,5671,127,255,158,110,297,60,4664,0,6.736025392
G98261,2015-2019,US,98261,ZCTA5 98261,2778,145,143,136,97,175,62,2020,0,10.36717063
G98262,2015-2019,US,98262,ZCTA5 98262,903,40,111,40,14,43,13,642,0,16.72203765
G98263,2015-2019,US,98263,ZCTA5 98263,83,5,0,2,0,3,0,73,0,6.024096386
G98264,2015-2019,US,98264,ZCTA5 98264,20749,521,806,1357,717,819,715,15814,0,6.395488939
G98266,2015-2019,US,98266,ZCTA5 98266,4111,412,1087,53,293,456,305,1505,0,36.46314765
G98267,2015-2019,US,98267,ZCTA5 98267,334,83,64,0,18,0,0,169,0,44.01197605
G98270,2015-2019,US,98270,ZCTA5 98270,50837,1952,2031,1152,1704,2750,743,40505,0,7.8348447
G98271,2015-2019,US,98271,ZCTA5 98271,28884,1115,965,977,907,1243,473,23204,0,7.201218668
G98272,2015-2019,US,98272,ZCTA5 98272,26626,887,745,714,827,1220,1037,21196,0,6.129347255
G98273,2015-2019,US,98273,ZCTA5 98273,30369,1766,2634,1155,1443,2523,759,20089,0,14.48845863
G98274,2015-2019,US,98274,ZCTA5 98274,17387,486,687,560,810,574,451,13819,0,6.746419739
G98275,2015-2019,US,98275,ZCTA5 98275,21287,556,162,525,292,539,199,19014,0,3.372950627
G98276,2015-2019,US,98276,ZCTA5 98276,720,79,5,3,52,132,7,442,0,11.66666667
G98277,2015-2019,US,98277,ZCTA5 98277,38367,1771,1748,1375,1788,2595,1110,27980,0,9.17194464
G98278,2015-2019,US,98278,ZCTA5 98278,0,0,0,0,0,0,0,0,0,#DIV/0!
G98279,2015-2019,US,98279,ZCTA5 98279,614,22,45,17,1,79,2,448,0,10.91205212
G98280,2015-2019,US,98280,ZCTA5 98280,438,6,16,12,8,7,0,389,0,5.02283105
G98281,2015-2019,US,98281,ZCTA5 98281,1116,74,76,30,45,32,40,819,0,13.44086022
G98282,2015-2019,US,98282,ZCTA5 98282,16987,468,555,201,529,1084,310,13840,0,6.022252311
G98283,2015-2019,US,98283,ZCTA5 98283,342,62,49,4,0,0,38,189,0,32.45614035
G98284,2015-2019,US,98284,ZCTA5 98284,26689,1493,1558,526,1278,1808,200,19826,0,11.43167597
G98286,2015-2019,US,98286,ZCTA5 98286,158,3,5,12,0,14,0,124,0,5.063291139
G98288,2015-2019,US,98288,ZCTA5 98288,231,14,12,10,46,17,6,126,0,11.25541126
G98290,2015-2019,US,98290,ZCTA5 98290,35973,1070,1240,518,534,1335,613,30663,0,6.421482779
G98292,2015-2019,US,98292,ZCTA5 98292,21979,700,735,266,685,590,351,18652,0,6.528959461
G98294,2015-2019,US,98294,ZCTA5 98294,7136,194,184,207,419,274,99,5759,0,5.297085202
G98295,2015-2019,US,98295,ZCTA5 98295,2488,111,154,67,67,437,39,1613,0,10.6511254
G98296,2015-2019,US,98296,ZCTA5 98296,30594,499,337,271,491,367,318,28311,0,2.73256194
G98297,2015-2019,US,98297,ZCTA5 98297,48,6,0,21,0,0,0,21,0,12.5
G98303,2015-2019,US,98303,ZCTA5 98303,1181,44,80,0,96,30,0,931,0,10.49957663
G98304,2015-2019,US,98304,ZCTA5 98304,1070,14,101,150,15,140,9,641,0,10.74766355
G98305,2015-2019,US,98305,ZCTA5 98305,343,56,14,53,7,0,3,210,0,20.40816327
G98310,2015-2019,US,98310,ZCTA5 98310,20141,1279,1731,942,794,1574,642,13179,0,14.94464029
G98311,2015-2019,US,98311,ZCTA5 98311,27673,1071,697,938,669,832,287,23179,0,6.388898927
G98312,2015-2019,US,98312,ZCTA5 98312,30831,1529,2159,1602,1257,1440,600,22244,0,11.96198631
G98314,2015-2019,US,98314,ZCTA5 98314,67,4,0,0,16,0,0,47,0,5.970149254
G98315,2015-2019,US,98315,ZCTA5 98315,3748,195,235,73,227,118,278,2622,0,11.47278549
G98320,2015-2019,US,98320,ZCTA5 98320,1265,85,58,99,58,84,38,843,0,11.30434783
G98321,2015-2019,US,98321,ZCTA5 98321,15765,669,292,401,566,641,140,13056,0,6.095781795
G98323,2015-2019,US,98323,ZCTA5 98323,770,13,43,10,87,22,13,582,0,7.272727273
G98325,2015-2019,US,98325,ZCTA5 98325,1449,60,196,67,24,103,122,877,0,17.6673568
G98326,2015-2019,US,98326,ZCTA5 98326,636,24,81,41,6,41,44,399,0,16.50943396
G98327,2015-2019,US,98327,ZCTA5 98327,9417,269,212,0,99,312,0,8525,0,5.107783795
G98328,2015-2019,US,98328,ZCTA5 98328,10760,407,420,310,264,708,330,8321,0,7.685873606
G98329,2015-2019,US,98329,ZCTA5 98329,11374,415,253,307,230,347,158,9664,0,5.873043784
G98330,2015-2019,US,98330,ZCTA5 98330,102,49,0,0,0,0,0,53,0,48.03921569
G98331,2015-2019,US,98331,ZCTA5 98331,5819,474,1185,115,391,636,87,2931,0,28.51005327
G98332,2015-2019,US,98332,ZCTA5 98332,17394,431,201,186,116,348,97,16015,0,3.633436817
G98333,2015-2019,US,98333,ZCTA5 98333,3895,187,28,30,123,29,13,3485,0,5.519897304
G98335,2015-2019,US,98335,ZCTA5 98335,25325,854,485,515,264,887,314,22006,0,5.287265548
G98336,2015-2019,US,98336,ZCTA5 98336,727,29,122,35,15,15,12,499,0,20.77028886
G98337,2015-2019,US,98337,ZCTA5 98337,7071,502,421,678,427,506,246,4291,0,13.05331636
G98338,2015-2019,US,98338,ZCTA5 98338,28456,1106,1259,528,850,1378,612,22723,0,8.31107675
G98339,2015-2019,US,98339,ZCTA5 98339,3012,56,192,191,96,271,51,2155,0,8.23373174
G98340,2015-2019,US,98340,ZCTA5 98340,2879,125,57,38,0,178,0,2481,0,6.321639458
G98342,2015-2019,US,98342,ZCTA5 98342,1315,64,76,19,54,74,38,990,0,10.64638783
G98345,2015-2019,US,98345,ZCTA5 98345,430,8,0,0,36,0,52,334,0,1.860465116
G98346,2015-2019,US,98346,ZCTA5 98346,9895,504,280,125,133,536,208,8109,0,7.923193532
G98349,2015-2019,US,98349,ZCTA5 98349,4577,217,36,221,283,93,0,3727,0,5.527638191
G98350,2015-2019,US,98350,ZCTA5 98350,402,41,109,20,21,19,28,164,0,37.31343284
G98351,2015-2019,US,98351,ZCTA5 98351,1335,0,236,0,16,392,70,621,0,17.67790262
G98353,2015-2019,US,98353,ZCTA5 98353,18,0,0,0,0,0,0,18,0,0
G98354,2015-2019,US,98354,ZCTA5 98354,7149,244,155,235,101,356,226,5832,0,5.581200168
G98355,2015-2019,US,98355,ZCTA5 98355,842,46,106,69,67,18,266,270,0,18.05225653
G98356,2015-2019,US,98356,ZCTA5 98356,1934,49,463,157,100,42,143,980,0,26.47362978
G98357,2015-2019,US,98357,ZCTA5 98357,1518,145,227,102,88,143,78,735,0,24.50592885
G98358,2015-2019,US,98358,ZCTA5 98358,831,70,68,0,8,49,7,629,0,16.60649819
G98359,2015-2019,US,98359,ZCTA5 98359,5044,470,189,194,98,196,186,3711,0,13.06502776
G98360,2015-2019,US,98360,ZCTA5 98360,13572,543,519,312,395,1000,158,10645,0,7.824933687
G98361,2015-2019,US,98361,ZCTA5 98361,796,18,105,61,9,29,0,574,0,15.45226131
G98362,2015-2019,US,98362,ZCTA5 98362,23706,1736,1895,1060,1622,1689,507,15197,0,15.31679744
G98363,2015-2019,US,98363,ZCTA5 98363,13925,795,1181,556,557,1067,582,9187,0,14.19030521
G98364,2015-2019,US,98364,ZCTA5 98364,88,0,0,0,0,0,0,88,0,0
G98365,2015-2019,US,98365,ZCTA5 98365,5029,523,125,462,74,86,54,3705,0,12.88526546
G98366,2015-2019,US,98366,ZCTA5 98366,33938,1673,2226,1005,1006,2322,559,25147,0,11.48859685
G98367,2015-2019,US,98367,ZCTA5 98367,29564,1224,1410,792,284,1748,817,23289,0,8.909484508
G98368,2015-2019,US,98368,ZCTA5 98368,15653,525,1474,317,576,1101,720,10940,0,12.77071488
G98370,2015-2019,US,98370,ZCTA5 98370,31108,891,1004,824,681,1305,536,25867,0,6.091680597
G98371,2015-2019,US,98371,ZCTA5 98371,21767,540,926,467,832,1168,403,17431,0,6.734965774
G98372,2015-2019,US,98372,ZCTA5 98372,25929,983,710,485,652,1097,687,21315,0,6.529368661
G98373,2015-2019,US,98373,ZCTA5 98373,26219,1276,1115,327,470,1146,846,21039,0,9.119340936
G98374,2015-2019,US,98374,ZCTA5 98374,41393,1164,1734,1095,955,2076,1068,33301,0,7.001183775
G98375,2015-2019,US,98375,ZCTA5 98375,31856,1049,812,644,1173,2475,488,25215,0,5.841913611
G98376,2015-2019,US,98376,ZCTA5 98376,2053,167,119,75,112,98,25,1457,0,13.93083293
G98377,2015-2019,US,98377,ZCTA5 98377,1785,59,49,140,95,214,28,1200,0,6.050420168
G98380,2015-2019,US,98380,ZCTA5 98380,4003,126,81,103,172,48,13,3460,0,5.171121659
G98381,2015-2019,US,98381,ZCTA5 98381,315,0,0,0,7,0,0,308,0,0
G98382,2015-2019,US,98382,ZCTA5 98382,28628,1318,1714,945,1577,1721,835,20518,0,10.59102976
G98383,2015-2019,US,98383,ZCTA5 98383,21764,643,326,265,617,583,815,18515,0,4.452306561
G98385,2015-2019,US,98385,ZCTA5 98385,392,19,49,5,4,0,8,307,0,17.34693878
G98387,2015-2019,US,98387,ZCTA5 98387,49113,2259,2945,1605,1187,3095,1176,36846,0,10.59597255
G98388,2015-2019,US,98388,ZCTA5 98388,6627,631,159,141,36,210,246,5204,0,11.92092953
G98390,2015-2019,US,98390,ZCTA5 98390,10881,662,594,516,373,496,234,8006,0,11.5430567
G98391,2015-2019,US,98391,ZCTA5 98391,51841,1176,1037,686,937,1725,1381,44899,0,4.268821975
G98392,2015-2019,US,98392,ZCTA5 98392,3153,144,177,142,97,247,68,2278,0,10.18078021
G98394,2015-2019,US,98394,ZCTA5 98394,1467,21,32,130,0,30,19,1235,0,3.612815269
G98396,2015-2019,US,98396,ZCTA5 98396,758,16,50,0,8,44,22,618,0,8.707124011
G98402,2015-2019,US,98402,ZCTA5 98402,5466,625,560,232,211,274,61,3503,0,21.67947311
G98403,2015-2019,US,98403,ZCTA5 98403,8106,314,641,209,124,380,86,6352,0,11.7813965
G98404,2015-2019,US,98404,ZCTA5 98404,35924,3776,2431,2374,1758,3411,1500,20674,0,17.27814275
G98405,2015-2019,US,98405,ZCTA5 98405,23315,1868,2429,1011,607,2033,392,14975,0,18.43019515
G98406,2015-2019,US,98406,ZCTA5 98406,22710,825,642,455,429,1125,374,18860,0,6.459709379
G98407,2015-2019,US,98407,ZCTA5 98407,21321,987,842,543,438,865,383,17263,0,8.578396886
G98408,2015-2019,US,98408,ZCTA5 98408,20846,2354,1305,552,911,1874,753,13097,0,17.55252806
G98409,2015-2019,US,98409,ZCTA5 98409,25669,1339,2824,782,1278,2253,690,16503,0,16.21800616
G98416,2015-2019,US,98416,ZCTA5 98416,0,0,0,0,0,0,0,0,0,#DIV/0!
G98418,2015-2019,US,98418,ZCTA5 98418,9241,813,520,169,460,758,354,6167,0,14.4248458
